t_ns,kind,dx,dy
149284144177000,Du,0,0
149284144464700,a,0,0
149284147996900,m,9,2
149284155903900,m,17,5
149284163897000,m,30,5
149284171996300,m,39,6
149284179941100,m,48,4
149284187908200,m,54,1
149284195926500,m,55,-3
149284203903600,m,40,-3
149284211898200,m,33,-3
149284219925700,m,23,-4
149284227906200,m,12,-2
149284245022200,m,3,-1
149284245107600,m,-1,0
149284247902300,m,0,-1
149284262904800,m,-32,-3
149284270905800,m,-33,-1
149284278898800,m,-36,-1
149284286935200,m,-45,-1
149284294917400,m,-48,0
149284302909500,m,-52,0
149284310987700,m,-58,1
149284318923300,m,-61,0
149284326919900,m,-61,0
149284334915300,m,-54,0
149284342910400,m,-45,2
149284350904200,m,-31,4
149284358899400,m,-19,3
149284367952500,m,-7,3
149284389134500,Au,0,0
149284394993800,m,-1,0
149284395246700,L,0,0
149284398921500,m,1,0
149284407229200,d,0,0
149284410931800,m,1,0
149284420955400,m,1,0
149284439962900,m,1,0
149284466954300,m,1,0
149284480060100,m,7,3
149284480335600,Lu,0,0
149284480867500,m,1,1
149284492911100,m,17,6
149284500898200,m,16,4
149284508888500,m,18,4
149284515934600,m,15,3
149284524901900,m,16,3
149284534943200,m,11,2
149284539144000,Du,0,0
149284540029600,m,5,1
149284548952800,m,7,1
149284567982000,m,3,0
149284568887800,m,0,-1
149284580979700,m,-1,0
149284592961000,m,-4,-3
149284599926700,m,-5,-2
149284609946900,m,-4,-1
149284614956900,m,-1,-1
149284624986600,m,-3,-1
149284633969400,m,-3,-1
149284643962700,m,-2,0
149284651950600,m,-2,0
149284658968100,m,-3,0
149284665110200,m,-2,0
149284672027200,m,-3,0
149284679977000,m,-4,0
149284690950200,m,-4,2
149284695931700,m,-2,2
149284709253500,a,0,0
149284709919800,m,0,2
149284720979200,m,0,1
149284727938800,L,0,0
149284727938800,m,1,0
149284730924700,m,1,1
149284747937600,m,10,0
149284753998100,m,6,0
149284761936900,m,14,0
149284769929500,m,15,-1
149284776957800,m,21,-1
149284785965900,m,37,0
149284791998700,m,29,1
149284792170200,Lu,0,0
149284792170200,m,6,0
149284792859900,m,7,0
149284807919600,m,133,4
149284815924200,m,99,2
149284823902900,m,116,1
149284831910800,m,132,-2
149284839888100,m,144,-4
149284847910300,m,151,-6
149284855923200,m,152,-7
149284863919200,m,150,-9
149284871896100,m,142,-7
149284878940900,m,117,-6
149284886922200,m,125,-8
149284895928000,m,125,-7
149284903920100,m,94,-6
149284910917200,m,68,-4
149284918909000,m,62,-4
149284926931600,m,43,-3
149284934900300,m,25,-1
149284943936500,m,12,-1
149284956979600,m,1,0
149284964951100,m,-1,1
149284980910600,m,-9,2
149284987943600,m,-6,2
149284998941700,m,-6,1
149285003934300,m,-3,0
149285029968100,m,-3,1
149285296074300,m,1,0
149285305970900,m,1,0
149285389978900,m,-1,1
149285403911700,m,-17,4
149285411865000,m,-18,3
149285414111300,Au,0,0
149285419897200,m,-26,3
149285427896300,m,-34,4
149285435890100,m,-43,2
149285441165800,d,0,0
149285442964700,m,-45,0
149285450978700,m,-50,0
149285459905100,m,-72,-1
149285467920400,m,-68,-2
149285475891100,m,-69,0
149285483907400,m,-64,2
149285491904800,m,-56,6
149285499922800,m,-46,7
149285507894800,m,-39,9
149285515882800,m,-31,8
149285521914800,m,-14,4
149285522226000,L,0,0
149285522226000,m,-3,1
149285522856700,m,-2,1
149285544024100,m,-12,7
149285553980700,m,1,0
149285564185500,m,6,1
149285564273000,Du,0,0
149285571018600,m,8,0
149285578937600,m,8,-2
149285586894500,m,7,-2
149285597987300,m,4,-2
149285611967000,m,1,-1
149285638064600,Lu,0,0
149285657971700,m,0,1
149285667161800,d,0,0
149285676968800,m,-1,0
149285689965700,m,-2,2
149285698925300,m,-2,1
149285704994000,m,-3,1
149285712949500,m,-6,1
149285721959600,m,-10,2
149285729916600,m,-10,0
149285737920800,m,-11,1
149285745922100,m,-9,0
149285754941700,m,-6,0
149285764019500,m,-4,0
149285773962700,m,-1,0
149285779133000,Du,0,0
149285854061600,L,0,0
149285954981500,m,0,1
149285970931500,m,-7,9
149285979019400,m,-6,7
149285986937600,m,-8,11
149285994924900,m,-10,11
149286002985900,m,-10,11
149286010933300,m,-8,10
149286019032200,m,-6,8
149286027933000,m,-3,8
149286033334700,a,0,0
149286034928000,m,0,2
149286044061300,m,2,4
149286046079600,Lu,0,0
149286047950400,m,1,0
149286063946300,m,6,2
149286070922900,m,7,0
149286078914300,m,9,0
149286086917700,m,9,-1
149286094908400,m,11,-2
149286102933200,m,10,-3
149286110230500,Au,0,0
149286110902000,m,11,-2
149286120003400,m,8,-4
149286127035100,m,8,-3
149286134920300,m,10,-6
149286142924700,m,7,-5
149286151967400,m,6,-7
149286159054500,m,3,-5
149286167944800,m,1,-7
149286176054600,m,1,-5
149286182943000,m,0,-5
149286190967800,m,-3,-5
149286198927500,m,-6,-7
149286206919000,m,-9,-6
149286214968800,m,-10,-6
149286222932000,m,-13,-5
149286230917100,m,-12,-5
149286238897500,m,-10,-4
149286248124200,m,-8,-3
149286255937500,m,-4,-1
149286266046200,m,-1,-1
149286290082700,L,0,0
149286320960000,m,0,1
149286335997000,m,0,4
149286341038600,m,0,2
149286349961200,m,0,5
149286358918600,m,1,4
149286365966800,m,2,4
149286375953500,m,2,4
149286382935300,m,2,5
149286392955100,m,4,6
149286398977700,m,2,4
149286405978600,m,4,5
149286418948600,m,3,5
149286426026200,m,1,2
149286430938500,m,1,2
149286441944200,m,1,3
149286447932900,m,0,2
149286453943900,m,0,2
149286464957100,m,0,6
149286472069100,m,-1,2
149286487913800,m,-5,11
149286493039500,m,0,2
149286493331900,Lu,0,0
149286494054600,m,-1,1
149286507937200,m,-4,9
149286517957300,m,-2,5
149286523238500,m,0,2
149286543955600,m,1,0
149286557125100,m,4,0
149286567940500,m,1,-1
149286568938600,m,-1,0
149286578138500,a,0,0
149286583976000,m,-19,6
149286591896300,m,-34,10
149286599940900,m,-58,14
149286607904400,m,-80,15
149286615896300,m,-100,16
149286623920500,m,-109,13
149286631903500,m,-111,11
149286639919300,m,-108,10
149286647902000,m,-101,9
149286655900200,m,-94,9
149286663922000,m,-87,5
149286672024200,m,-80,2
149286678963300,m,-63,-1
149286686932500,m,-64,-5
149286695910800,m,-62,-9
149286703901600,m,-46,-10
149286711903500,m,-36,-12
149286719920900,m,-28,-12
149286726927900,m,-17,-11
149286735915200,m,-14,-15
149286743978200,m,-6,-12
149286751916000,m,-2,-13
149286758977000,m,0,-11
149286768014200,m,2,-13
149286775910000,m,2,-10
149286783933200,m,3,-10
149286790927800,m,0,-5
149286802939800,m,1,-8
149286807930500,m,0,-4
149286815937700,m,-1,-2
149286826954000,m,-3,-4
149286831007400,m,-1,-1
149286838937000,m,0,-1
149286887019200,m,-1,-1
149286896946000,m,1,0
149286903994700,m,0,-1
149286916964800,m,1,-1
149286922950400,m,1,-1
149286932017200,m,0,-1
149286944973200,m,1,-1
149286967007000,m,4,-4
149286971943800,m,1,-1
149286978056700,m,1,-1
149286997955900,m,2,-1
149287005993600,m,0,-1
149287044978100,m,1,0
149287058131400,Au,0,0
149287062944900,m,1,0
149287076123300,d,0,0
149287077886800,m,5,0
149287086039200,m,3,-1
149287093896500,m,8,-1
149287101917600,m,11,0
149287109900400,m,16,-1
149287117895900,m,21,-1
149287125957900,m,33,-1
149287133944500,m,45,-1
149287141890800,m,58,-2
149287149908400,m,74,-1
149287157914400,m,92,-3
149287165026400,m,96,-1
149287173959000,m,146,-3
149287181955500,m,150,-2
149287190010000,m,167,-3
149287197899300,m,179,-3
149287205956300,m,182,-5
149287213947900,m,177,-4
149287221902700,m,170,-6
149287229903700,m,157,-4
149287237935500,m,145,-6
149287245936300,m,131,-6
149287253909400,m,115,-5
149287261907600,m,97,-4
149287269930600,m,80,-4
149287276984100,m,55,-3
149287285910400,m,53,-2
149287293902200,m,31,-2
149287301894500,m,17,-1
149287329011600,m,4,-2
149287329878400,m,-1,0
149287339899800,m,-6,-3
149287347947200,m,-6,-1
149287356906100,m,-6,-3
149287365934700,m,-4,-1
149287373940100,m,-3,-2
149287381961700,m,-1,0
149287396114200,m,-1,-2
149287422958700,m,-1,-1
149287438941600,m,-5,0
149287442934900,m,-4,0
149287450957000,m,-17,0
149287460038400,m,-27,2
149287467919800,m,-34,3
149287474968100,m,-33,2
149287483907200,m,-60,3
149287491890800,m,-63,3
149287499897900,m,-75,2
149287507904600,m,-86,1
149287515907000,m,-99,2
149287519194600,Du,0,0
149287523949200,m,-113,0
149287527272200,a,0,0
149287531922000,m,-127,0
149287540002400,m,-138,-1
149287546983700,m,-126,-2
149287555941900,m,-162,1
149287563922500,m,-136,4
149287571927200,m,-124,7
149287579915600,m,-110,6
149287587929700,m,-93,6
149287595902200,m,-74,5
149287603900600,m,-52,4
149287611916500,m,-27,1
149287612877900,L,0,0
149287612877900,m,-2,0
149287613901700,m,-2,0
149287641962700,m,-3,0
149287642058100,m,1,0
149287642854800,m,1,0
149287651900200,m,6,-2
149287658948200,m,4,-1
149287666918900,m,6,-2
149287668078600,Au,0,0
149287677964000,m,4,-1
149287693964300,m,2,-1
149287712081800,Lu,0,0
149287724180600,d,0,0
149287746961800,m,1,0
149287757929400,m,4,1
149287766968900,m,4,0
149287775039400,m,6,1
149287781883500,m,7,1
149287790953900,m,6,0
149287800161600,Du,0,0
149287800903400,m,5,1
149287805939500,m,3,0
149287812987100,m,2,1
149287825956900,m,4,1
149287830928900,m,3,2
149287837888800,m,2,3
149287845922900,m,6,5
149287853905900,m,8,5
149287861899200,m,8,4
149287869900000,m,9,4
149287877946800,m,10,3
149287885913800,m,9,3
149287894063500,m,7,2
149287901933300,m,5,2
149287915069700,m,1,1
149287920982500,L,0,0
149287932971300,m,0,1
149287946930400,m,-8,1
149287952908600,m,-7,0
149287960928400,m,-7,1
149287969921200,m,-9,1
149287978933300,m,-6,1
149287985941500,m,-3,1
149287991968300,m,-3,1
149287997192300,a,0,0
149288003964900,m,-1,1
149288025985500,m,-1,1
149288072181700,Au,0,0
149288086998100,m,0,1
149288099957400,m,0,3
149288105957200,m,-1,3
149288113914900,m,-1,5
149288121965700,m,0,4
149288129925100,m,0,8
149288137909300,m,1,7
149288145910700,m,1,7
149288153908700,m,3,8
149288161978300,m,3,10
149288169921400,m,4,7
149288177970500,m,3,7
149288185973200,m,2,6
149288194949100,m,3,7
149288201908500,m,2,6
149288211041100,m,1,5
149288218927600,m,1,6
149288226002900,m,0,4
149288235956000,m,0,5
149288241905700,m,0,5
149288251054200,m,0,4
149288251256400,Lu,0,0
149288251861200,m,0,1
149288264980300,m,1,6
149288272047300,m,3,4
149288279064100,m,4,1
149288288213700,d,0,0
149288288866600,m,11,1
149288295950300,m,14,-1
149288303901900,m,20,-3
149288311897400,m,24,-4
149288319911000,m,29,-6
149288326906800,m,30,-5
149288335929100,m,46,-8
149288343908300,m,49,-8
149288351942700,m,58,-10
149288359907800,m,67,-10
149288366909200,m,65,-9
149288375913300,m,89,-14
149288383898800,m,81,-13
149288391934100,m,69,-12
149288399907900,m,72,-14
149288408045900,m,61,-15
149288414995700,m,42,-14
149288423906100,m,30,-16
149288431918600,m,4,-10
149288439908400,m,-10,-9
149288447897900,m,-23,-9
149288455917500,m,-37,-6
149288463917800,m,-50,-4
149288471901300,m,-60,-1
149288479903900,m,-66,0
149288487909000,m,-72,2
149288495940000,m,-78,3
149288503938600,m,-83,3
149288510910600,m,-78,2
149288519900900,m,-100,5
149288527001700,m,-75,5
149288535898000,m,-88,7
149288543900700,m,-69,7
149288551989000,m,-61,4
149288559894700,m,-53,4
149288568006800,m,-44,1
149288575896800,m,-35,0
149288584012500,m,-23,0
149288591904900,m,-11,-1
149288601010800,m,-1,0
149288607947100,m,0,-1
149288619947200,m,7,-4
149288627912400,m,8,-4
149288636946300,m,6,-3
149288644954600,m,1,-1
149288662964300,m,1,-2
149288665958400,m,-1,-1
149288676951700,m,-6,-3
149288686975900,m,-7,-2
149288691880200,m,-4,-1
149288702951400,m,-7,-2
149288713948400,m,-4,0
149288715922300,m,-1,0
149288731032600,m,-5,0
149288735970400,m,-2,0
149288745139600,m,-3,0
149288751929200,m,-6,0
149288759960800,m,-7,0
149288767896800,m,-8,1
149288775974800,m,-9,0
149288783939200,m,-8,1
149288791900500,m,-10,0
149288799901500,m,-9,0
149288805127300,a,0,0
149288807873400,m,-9,0
149288814136100,Du,0,0
149288815861700,m,-10,0
149288823936400,m,-7,-1
149288831908800,m,-10,0
149288839923600,m,-6,0
149288847941400,m,-5,0
149288886122800,m,-2,0
149288886263300,L,0,0
149288920978600,m,-1,0
149288937957700,m,-6,2
149288944942200,m,-2,1
149288960964400,m,-1,1
149288983147800,Au,0,0
149289012185600,d,0,0
149289028952900,m,1,0
149289030005800,Lu,0,0
149289044982400,m,1,0
149289054948500,m,6,0
149289062898100,m,10,-1
149289067148000,a,0,0
149289070898500,m,13,0
149289077237300,Du,0,0
149289078864900,m,20,0
149289086906200,m,29,1
149289094903200,m,40,3
149289102893300,m,53,2
149289110894100,m,65,2
149289118903100,m,75,2
149289126896500,m,85,1
149289134889700,m,91,0
149289142925700,m,92,-1
149289150956900,m,86,-2
149289158074200,m,67,-1
149289166914200,m,74,-2
149289174899200,m,52,-1
149289182931800,m,38,-1
149289190901400,m,21,0
149289203981700,m,5,0
149289210974400,m,-1,0
149289222901400,m,-11,0
149289230909200,m,-11,0
149289238920900,m,-9,0
149289247015200,m,-4,0
149289284999700,m,-2,-2
149289285868600,m,1,0
149289294931700,m,1,-2
149289308959400,m,2,-3
149289326026800,m,0,-2
149289336943400,m,-1,0
149289388765600,m,-1,-1
149289592964600,m,-1,0
149289605015000,m,-11,2
149289612866100,m,-18,2
149289620903400,m,-29,2
149289628918000,m,-39,1
149289636912300,m,-43,1
149289644923600,m,-59,-2
149289652911700,m,-67,-3
149289660895200,m,-72,-5
149289668881300,m,-74,-5
149289669090100,Au,0,0
149289669309900,d,0,0
149289676911800,m,-73,-3
149289683983900,m,-58,-1
149289692904000,m,-63,1
149289700890800,m,-43,3
149289708918300,m,-33,3
149289716888800,m,-24,2
149289724921100,m,-14,1
149289750966600,m,-5,0
149289751075900,m,1,0
149289753083400,m,1,0
149289763925400,m,5,-3
149289771909400,m,5,-1
149289782144700,Du,0,0
149289783006300,m,3,-1
149289801203000,a,0,0
149289844493100,m,1,0
149289920996500,m,-1,0
149289936924100,m,-7,-1
149289943888900,m,-7,-1
149289951927900,m,-9,0
149289959899600,m,-13,0
149289966985200,m,-15,1
149289975899600,m,-27,1
149289983894500,m,-32,2
149289988154000,Au,0,0
149289991901200,m,-40,1
149289999889300,m,-49,0
149290007916800,m,-54,-1
149290015906700,m,-55,0
149290023920600,m,-50,0
149290031891000,m,-35,2
149290039981900,m,-31,3
149290047943300,m,-17,4
149290054154700,d,0,0
149290063021300,m,-5,1
149290063445800,L,0,0
149290063445800,m,0,1
149290064876100,m,1,0
149290076947800,m,6,0
149290085897400,m,12,0
149290093924800,m,10,-1
149290101947200,m,8,-1
149290112947900,m,5,0
149290118963900,m,1,0
149290129988100,m,1,-1
149290176956700,m,-1,0
149290185189800,Du,0,0
149290187933600,m,0,1
149290195938700,m,-1,2
149290206933900,m,-2,3
149290217020300,m,-2,3
149290223976600,m,-1,2
149290229943100,m,-1,2
149290240006800,m,-1,3
149290244997000,m,-1,2
149290252951400,m,-1,2
149290261990200,m,-1,4
149290268905000,m,-1,5
149290278931300,m,-1,5
149290284873700,m,-1,6
149290292881500,m,-1,6
149290301960500,m,0,6
149290308896700,m,0,7
149290315989100,m,0,6
149290324903700,m,0,7
149290333935700,m,0,5
149290343939400,m,1,6
149290348038000,m,0,4
149290357979200,m,1,4
149290364951700,m,0,3
149290372918000,m,0,3
149290384952300,m,-1,3
149290391959500,m,0,1
149290403992100,m,-2,2
149290419972900,m,-3,3
149290422954500,m,-1,1
149290440954400,m,-3,4
149290450945400,m,0,3
149290460023000,Lu,0,0
149290464953800,m,0,1
149290477903000,m,17,2
149290485905600,m,25,-1
149290493942100,m,40,-3
149290501895700,m,53,-4
149290509898000,m,65,-5
149290517975400,m,77,-5
149290524296000,d,0,0
149290525922800,m,75,-4
149290533033500,m,81,-4
149290541899400,m,112,-2
149290549972200,m,102,-3
149290557939400,m,103,-3
149290565894500,m,102,-3
149290573899000,m,96,-3
149290580943600,m,76,-3
149290589906900,m,82,-2
149290597929100,m,57,-2
149290605942300,m,41,-2
149290613899700,m,25,-2
149290632040300,m,8,-1
149290632878300,m,-1,0
149290643911700,m,-9,-2
149290651951100,m,-10,-2
149290660950600,m,-8,-2
149290666972100,m,-3,-1
149290679955500,m,-1,-1
149290690993600,m,0,-1
149290706975400,m,7,-11
149290714900600,m,4,-7
149290722938900,m,3,-6
149290730926800,m,2,-4
149290742947000,m,1,-5
149290750966600,m,0,-3
149290758979900,m,-1,-2
149290767982100,m,0,-1
149290827296400,m,-1,-1
149290902979900,m,-1,0
149290923001400,m,-1,0
149291035948300,m,-1,0
149291055051900,m,-1,0
149291064936300,m,-1,0
149291081955700,m,-2,0
149291109960600,m,-1,0
149291120971200,m,-1,0
149291128918000,m,-1,0
149291134950000,m,-1,0
149291146906400,m,-4,-1
149291156947500,m,-4,0
149291165969800,m,-4,0
149291170954500,m,-2,0
149291180008100,m,-4,0
149291186898400,m,-4,0
149291205965700,m,-3,0
149291215945900,m,-1,0
149291246000000,m,1,0
149291258010500,m,14,0
149291265939500,m,21,2
149291274915100,m,35,4
149291283021400,m,49,4
149291290907600,m,64,4
149291298859700,m,79,3
149291306898200,m,91,2
149291314944800,m,101,1
149291322897200,m,109,0
149291331169700,m,113,-2
149291337927300,m,99,-3
149291346939800,m,123,-4
149291354902700,m,102,-5
149291362864100,m,96,-6
149291369292600,Du,0,0
149291369417600,a,0,0
149291370853700,m,89,-7
149291378968800,m,84,-7
149291386904500,m,76,-7
149291394093000,m,59,-6
149291402890000,m,64,-7
149291410922700,m,44,-6
149291417935300,m,30,-4
149291425959100,m,26,-3
149291434889100,m,19,-1
149291442935900,m,9,0
149291450921300,m,3,0
149291460944400,m,1,0
149291474936700,m,3,6
149291481943000,m,3,5
149291490918900,m,4,7
149291492150100,Au,0,0
149291498896000,m,5,6
149291506948800,m,3,4
149291512965600,m,3,2
149291513227500,L,0,0
149291513897600,m,2,1
149291531959400,m,6,4
149291540024500,m,2,0
149291544952800,m,2,0
149291552935200,m,2,0
149291563983700,m,4,0
149291571998900,m,4,1
149291577014000,m,5,1
149291585895300,m,7,1
149291593897300,m,7,1
149291601900200,m,8,3
149291609919000,m,8,1
149291617895200,m,10,2
149291625952800,m,10,2
149291633970000,m,15,1
149291640909800,m,14,0
149291649984700,m,19,0
149291658042400,m,15,0
149291665955600,m,12,0
149291672918500,m,9,0
149291680930600,m,6,1
149291689964500,m,4,2
149291697977900,m,1,1
149291715942200,m,2,11
149291721948900,m,0,7
149291729912100,m,0,9
149291738957200,m,2,9
149291745902500,m,3,11
149291753919500,m,4,8
149291762954900,m,5,7
149291769910700,m,7,6
149291777901500,m,6,5
149291785952900,m,4,2
149291793960100,m,4,3
149291806164800,m,1,1
149291836964000,m,0,1
149291850017900,m,-1,6
149291856944700,m,-1,4
149291862935900,m,-1,5
149291873993600,m,0,6
149291878910400,m,0,5
149291888914800,m,0,4
149291894942900,m,0,3
149291905008200,m,0,1
149291909031200,Lu,0,0
149291914994000,m,1,1
149291930964000,m,-1,1
149291945933300,m,-21,4
149291953952500,m,-27,5
149291961895100,m,-44,7
149291969906400,m,-63,9
149291971134300,d,0,0
149291977910200,m,-81,9
149291985902900,m,-84,7
149291993892300,m,-110,7
149292001902900,m,-122,7
149292009887000,m,-134,6
149292017916100,m,-143,8
149292026101300,m,-147,11
149292033024700,m,-124,12
149292041915800,m,-149,18
149292049902500,m,-122,15
149292057902500,m,-109,11
149292065910900,m,-98,7
149292073971800,m,-86,1
149292081923200,m,-76,-2
149292089931000,m,-65,-7
149292097896300,m,-55,-11
149292105901800,m,-44,-13
149292113907300,m,-33,-15
149292120966500,m,-20,-13
149292129912100,m,-18,-17
149292137939200,m,-9,-14
149292145914000,m,-5,-14
149292153917600,m,-3,-12
149292161889000,m,-3,-11
149292169899900,m,-3,-8
149292178915100,m,-3,-7
149292185909000,m,-5,-5
149292195938100,m,-4,-4
149292201911100,m,-5,-2
149292210959100,m,-8,-2
149292217913100,m,-5,-1
149292225967500,m,-9,-1
149292233924100,m,-8,0
149292241907800,m,-11,0
149292249903600,m,-12,0
149292256930600,m,-13,0
149292265944600,m,-19,0
149292273924800,m,-19,-2
149292281917000,m,-22,-3
149292289935800,m,-26,-3
149292297915700,m,-28,-4
149292305909000,m,-28,-4
149292313909100,m,-35,-6
149292321919800,m,-35,-7
149292329924700,m,-36,-6
149292337918600,m,-35,-6
149292345913300,m,-35,-6
149292353892200,m,-31,-5
149292361899600,m,-29,-5
149292369914400,m,-27,-5
149292377947200,m,-24,-4
149292385974800,m,-23,-5
149292393905100,m,-21,-4
149292401059300,m,-18,-4
149292409886500,m,-23,-6
149292417900300,m,-20,-4
149292425898600,m,-22,-3
149292433893700,m,-24,-4
149292441902200,m,-23,-3
149292449902300,m,-24,-2
149292457897300,m,-24,-2
149292465896500,m,-24,-2
149292473901600,m,-23,-1
149292481881800,m,-22,-1
149292489961500,m,-22,-1
149292497888000,m,-20,-1
149292506023600,m,-19,-1
149292513891400,m,-16,0
149292522909500,m,-13,-1
149292529892000,m,-9,0
149292538938500,m,-5,0
149292546956100,m,-2,-1
149292556978200,m,-1,0
149292607031100,m,-1,0
149292621957800,m,-1,0
149292634915900,m,-4,0
149292645964800,m,-3,0
149292655031500,m,-2,0
149292658955800,m,-2,-1
149292666909100,m,-5,0
149292676941500,m,-5,-1
149292683913400,m,-6,-1
149292692954000,m,-10,-1
149292698891100,m,-10,-2
149292706891800,m,-11,-2
149292714885900,m,-13,-1
149292722918300,m,-12,-2
149292730898600,m,-10,-2
149292738895900,m,-13,-1
149292746967900,m,-12,-2
149292752062800,Du,0,0
149292752256800,a,0,0
149292754887600,m,-15,-1
149292762130700,m,-14,-1
149292770906100,m,-19,-2
149292777945700,m,-15,-1
149292785958000,m,-16,-1
149292794903900,m,-17,-1
149292802890300,m,-15,-2
149292810895500,m,-19,-1
149292818927700,m,-25,0
149292826896400,m,-33,0
149292834901700,m,-44,2
149292842901500,m,-58,4
149292850998800,m,-71,2
149292858907300,m,-81,2
149292866914300,m,-88,0
149292874895400,m,-90,-2
149292882911800,m,-87,-2
149292890890500,m,-77,-1
149292893148400,Au,0,0
149292898003000,m,-56,-1
149292906887800,m,-54,-1
149292914936700,m,-32,-2
149292917921600,m,-6,-1
149292918082800,L,0,0
149292918082800,m,-2,0
149292918867100,m,-2,0
149292946018300,m,-8,-1
149292946130200,m,1,0
149292949974800,m,1,0
149292963915600,m,8,0
149292972932700,m,5,0
149292981964100,m,2,0
149292991930900,m,1,0
149292999935100,m,0,1
149293007015600,m,-1,0
149293015975700,m,-1,1
149293029978800,m,-2,2
149293040973700,m,-1,1
149293043926800,m,0,1
149293055022000,m,0,1
149293098003300,m,1,1
149293107061800,Lu,0,0
149293122016700,m,0,1
149293139950000,m,0,4
149293146070300,m,0,2
149293153964700,m,3,2
149293159905500,m,6,2
149293167985900,m,16,3
149293175193600,a,0,0
149293175880900,m,33,2
149293183909900,m,58,2
149293191907800,m,89,0
149293199898300,m,124,-7
149293207914300,m,162,-9
149293215922700,m,198,-8
149293224028200,m,191,-9
149293231925300,m,222,-11
149293239904200,m,217,-14
149293247979400,m,206,-10
149293255910100,m,183,-7
149293263899200,m,152,-6
149293271935700,m,117,-4
149293279939900,m,85,-3
149293287925500,m,54,0
149293295893100,m,24,0
149293305971500,m,2,0
149293306061200,m,-2,1
149293306883100,m,-1,0
149293316943300,m,-23,3
149293325886700,m,-42,5
149293333929600,m,-46,6
149293341896500,m,-65,7
149293348949700,m,-65,6
149293357923300,m,-98,7
149293364951800,m,-85,4
149293374036900,m,-119,1
149293381887800,m,-115,0
149293388910000,m,-105,0
149293397887000,m,-140,-3
149293405888700,m,-126,-2
149293413075300,m,-107,-2
149293421899800,m,-130,0
149293430113000,m,-105,2
149293437896400,m,-94,4
149293445897400,m,-83,4
149293453880300,m,-68,4
149293460992400,m,-46,3
149293469891900,m,-38,2
149293477904800,m,-14,1
149293484133100,Au,0,0
149293486947300,m,-1,0
149293494127000,d,0,0
149293501977300,m,1,0
149293512953200,m,6,-3
149293519047600,m,8,-3
149293527916200,m,8,-3
149293538975900,m,5,-1
149293543936500,m,2,-1
149293546961100,L,0,0
149293555965800,m,1,0
149293563936900,m,1,0
149293575947000,m,4,0
149293582901700,m,3,1
149293591983200,m,4,2
149293598913900,m,7,3
149293606977900,m,6,2
149293614895300,m,6,2
149293622910400,m,8,2
149293630874200,m,7,1
149293634027300,m,1,0
149293634249500,Lu,0,0
149293634859600,m,1,0
149293635058100,a,0,0
149293644246600,Du,0,0
149293651102500,m,11,0
149293660937800,m,5,0
149293665954900,m,2,0
149293670935900,m,1,0
149293681032200,m,3,0
149293690912900,m,4,1
149293699960500,m,3,1
149293708036000,m,5,2
149293717009100,m,5,1
149293724943300,m,1,1
149293731993200,m,2,0
149293740042800,m,3,0
149293750953700,m,4,1
149293754928500,m,4,0
149293761902600,m,6,0
149293769996300,m,13,0
149293777935900,m,21,0
149293785887200,m,33,-1
149293793923600,m,50,-2
149293801948300,m,69,-3
149293809887500,m,96,-2
149293817893200,m,124,-3
149293825898700,m,147,-4
149293833915100,m,162,-7
149293841901500,m,173,-8
149293849888800,m,175,-9
149293857892700,m,172,-8
149293865908700,m,161,-5
149293873920500,m,145,-2
149293881891300,m,126,-1
149293889895500,m,106,0
149293897975200,m,84,2
149293905932500,m,64,4
149293913902700,m,43,4
149293921886000,m,20,5
149293933945600,m,3,2
149293934083800,m,-1,1
149293934860600,m,-1,0
149293946923400,m,-12,8
149293954907100,m,-12,6
149293961894500,m,-11,4
149293971039800,m,-12,4
149293977931000,m,-4,1
149294034944000,m,-3,1
149294045000900,m,0,-1
149294099973700,m,-1,0
149294100085100,m,1,0
149294100853400,m,1,1
149294117932400,m,5,2
149294125997100,m,1,1
149294130936200,m,2,1
149294143423900,m,1,1
149294151941100,m,1,0
149294168945500,m,2,2
149294176954600,m,2,2
149294188975000,m,1,1
149294196944300,m,1,1
149294211933300,m,2,1
149294223916800,m,2,1
149294230032000,m,1,0
149294245978100,m,3,1
149294250922700,m,2,0
149294259951100,m,2,1
149294266915300,m,3,0
149294276084700,m,2,1
149294293137800,m,3,0
149294293880600,m,1,0
149294421954800,m,1,0
149294434960400,m,1,1
149294443881900,m,4,0
149294452928600,m,4,0
149294459941500,m,2,0
149294469956300,m,4,0
149294487973700,m,3,0
149294509187100,Au,0,0
149294509301300,d,0,0
149294544014100,m,0,1
149294558979500,m,1,0
149294572965300,m,16,1
149294580917900,m,31,1
149294588886900,m,49,3
149294596898100,m,64,2
149294604904600,m,70,2
149294612175200,Du,0,0
149294612907200,m,67,0
149294620906700,m,57,0
149294628896900,m,40,-1
149294637951400,m,17,-1
149294638026500,L,0,0
149294638863100,m,2,0
149294656969800,m,1,0
149294657048600,m,-2,0
149294657898000,m,-1,0
149294670918700,m,-26,4
149294677928400,m,-21,4
149294686886300,m,-22,5
149294694912000,m,-17,5
149294702919200,m,-11,5
149294713032300,m,-5,4
149294718940500,m,-1,3
149294731982800,m,-1,3
149294737039400,m,1,1
149294760979400,m,3,2
149294844983800,m,0,1
149294853968600,m,1,1
149294860938400,m,0,1
149294879961600,m,5,5
149294885980500,m,1,2
149294894100400,m,1,1
149294902895200,m,2,2
149294923013700,m,0,2
149294923906000,m,0,1
149294937009400,m,1,2
149294943949500,m,-1,2
