t_ticks,kind,dx,dy
6285100033114,m,-1,0
6285100108247,w,0,0
6285100441385,m,-1,0
6285100465423,m,0,0
6285100657159,m,-1,0
6285101041633,m,-1,0
6285101209416,m,-1,-1
6285101329405,m,-1,0
6285101353114,m,-1,0
6285101617654,m,-1,0
6285101641074,m,-1,0
6285101881368,m,0,0
6285101977335,m,0,-1
6285102458290,m,-1,0
6285103948331,Wu,0,0
6285105001506,m,0,0
6285105025543,m,0,1
6285105049286,m,0,0
6285105097285,m,0,1
6285105145385,m,0,1
6285105241203,m,0,1
6285105265116,m,0,2
6285105292228,Du,0,0
6285105313040,m,0,1
6285105361385,m,0,1
6285105457205,m,0,0
6285105481321,m,0,2
6285105529753,m,0,1
6285105697744,m,0,2
6285105721439,m,0,2
6285105769254,m,0,0
6285105817846,m,1,1
6285105889112,m,0,1
6285105985467,m,1,2
6285106009208,m,2,2
6285106032815,m,1,1
6285106105447,m,1,0
6285106129037,m,1,2
6285106153106,m,1,0
6285106177331,m,1,1
6285106201509,m,1,1
6285106224980,m,1,0
6285106249199,m,1,1
6285106273326,m,2,1
6285106296953,m,0,0
6285106320944,m,1,1
6285106345458,m,1,0
6285106369117,m,2,0
6285106393327,m,1,1
6285106416980,m,2,0
6285106440930,m,1,1
6285106465022,m,2,1
6285106488995,m,1,0
6285106513276,m,2,1
6285106537007,m,1,1
6285106561218,m,3,0
6285106585197,m,2,1
6285106609015,m,2,0
6285106632903,m,2,1
6285106657089,m,2,0
6285106681268,m,3,0
6285106705119,m,2,1
6285106728922,m,2,0
6285106752922,m,3,1
6285106776924,m,2,0
6285106801075,m,3,0
6285106825472,m,2,1
6285106849218,m,3,0
6285106873096,m,4,1
6285106897225,m,2,0
6285106921415,m,3,0
6285106945158,m,3,1
6285106969047,m,4,0
6285106992935,m,2,0
6285107017499,m,4,0
6285107041075,m,3,1
6285107065103,m,3,0
6285107089033,m,4,0
6285107113036,m,3,1
6285107137043,m,4,0
6285107160999,m,3,0
6285107185054,m,4,0
6285107208897,m,3,0
6285107233324,m,4,0
6285107257988,m,3,0
6285107281229,m,4,0
6285107304987,m,4,0
6285107328953,m,3,0
6285107353098,m,4,0
6285107377156,m,4,1
6285107401251,m,4,0
6285107425540,m,4,0
6285107448975,m,4,0
6285107472868,m,4,0
6285107497010,m,4,0
6285107521103,m,4,0
6285107544922,m,3,0
6285107569307,m,5,0
6285107594101,m,4,0
6285107616976,m,4,0
6285107641049,m,4,0
6285107665155,m,4,0
6285107689856,m,4,0
6285107713201,m,4,0
6285107737409,m,5,0
6285107760973,m,4,0
6285107785004,m,4,0
6285107809045,m,5,0
6285107833059,m,4,0
6285107857466,m,4,0
6285107881288,m,4,0
6285107905227,m,4,0
6285107928958,m,5,0
6285107952982,m,4,0
6285107976961,m,5,0
6285108001079,m,4,0
6285108025336,m,5,0
6285108048906,m,5,0
6285108073233,m,4,0
6285108097926,m,4,0
6285108121083,m,5,0
6285108144897,m,5,0
6285108168967,m,4,-1
6285108192869,m,5,0
6285108216972,m,5,0
6285108241047,m,4,0
6285108243929,a,0,0
6285108264965,m,5,-1
6285108289008,m,5,0
6285108312939,m,4,0
6285108336983,m,5,0
6285108361093,m,5,-1
6285108385204,m,4,0
6285108409287,m,5,0
6285108433008,m,4,0
6285108457123,m,5,-1
6285108481283,m,5,0
6285108505206,m,5,0
6285108529183,m,4,-1
6285108553314,m,5,0
6285108576934,m,5,0
6285108600915,m,4,0
6285108625021,m,6,0
6285108648979,m,4,-1
6285108673449,m,5,0
6285108698731,m,5,0
6285108721172,m,5,0
6285108744892,m,5,-1
6285108769202,m,4,0
6285108793103,m,6,0
6285108817317,m,5,0
6285108841287,m,5,0
6285108865170,m,5,0
6285108888987,m,6,0
6285108913052,m,5,0
6285108937196,m,5,0
6285108961301,m,5,0
6285108984991,m,6,0
6285109009138,m,5,-1
6285109032932,m,5,0
6285109057751,m,5,0
6285109080934,m,7,0
6285109104941,m,5,0
6285109129636,m,5,0
6285109152972,m,5,0
6285109176902,m,6,0
6285109201120,m,6,0
6285109225140,m,6,0
6285109249312,m,5,0
6285109273136,m,6,0
6285109297449,m,5,0
6285109320985,m,7,0
6285109345338,m,5,0
6285109368970,m,6,0
6285109393001,m,6,0
6285109417037,m,5,0
6285109441291,m,6,0
6285109465300,m,7,0
6285109488884,m,6,0
6285109513011,m,5,0
6285109536936,m,6,0
6285109561795,m,6,0
6285109585019,m,6,0
6285109609298,m,6,0
6285109633311,m,7,0
6285109656968,m,6,1
6285109680909,m,6,0
6285109704943,m,6,0
6285109728932,m,6,1
6285109752899,m,6,0
6285109776993,m,6,0
6285109801372,m,6,1
6285109825166,m,7,0
6285109848989,m,6,0
6285109873115,m,7,1
6285109897035,m,6,0
6285109921286,m,6,0
6285109945255,m,6,1
6285109969020,m,7,0
6285109993331,m,6,1
6285110017031,m,6,0
6285110040922,m,7,1
6285110065057,m,6,0
6285110089582,m,7,0
6285110113307,m,7,0
6285110136948,m,6,1
6285110160933,m,6,0
6285110184888,m,7,1
6285110209100,m,6,0
6285110232988,m,6,1
6285110257035,m,7,0
6285110281250,m,6,1
6285110305272,m,6,0
6285110329347,m,7,1
6285110353016,m,6,1
6285110376950,m,7,0
6285110400880,m,6,1
6285110425164,m,6,0
6285110449455,m,6,0
6285110473081,m,6,1
6285110496895,m,7,0
6285110520886,m,6,1
6285110545019,m,6,0
6285110569019,m,6,1
6285110592924,m,7,1
6285110616966,m,6,1
6285110641348,m,6,0
6285110664901,m,6,1
6285110689268,m,6,0
6285110713157,m,6,1
6285110737312,m,6,0
6285110760964,m,6,1
6285110785307,m,7,0
6285110809271,m,6,1
6285110832973,m,5,1
6285110856999,m,6,0
6285110881426,m,6,1
6285110905535,m,6,1
6285110929267,m,6,1
6285110953278,m,6,1
6285110977638,m,5,0
6285111000847,m,6,0
6285111025504,m,5,1
6285111049540,m,6,0
6285111073182,m,6,1
6285111096922,m,6,1
6285111121273,m,5,0
6285111145008,m,6,1
6285111169014,m,5,1
6285111193137,m,6,0
6285111217586,m,5,1
6285111241077,m,5,1
6285111264921,m,5,0
6285111288917,m,6,0
6285111312819,m,5,1
6285111337102,m,5,1
6285111361048,m,5,0
6285111385160,m,5,1
6285111409896,m,5,1
6285111433009,m,4,0
6285111456969,m,6,1
6285111480903,m,4,1
6285111505821,m,4,0
6285111529600,m,6,1
6285111553041,m,4,0
6285111577366,m,4,0
6285111601021,m,6,1
6285111625022,m,4,1
6285111648982,m,4,0
6285111673038,m,5,1
6285111697193,m,4,0
6285111721381,m,4,1
6285111745327,m,4,1
6285111769117,m,4,0
6285111792968,m,5,1
6285111816925,m,4,0
6285111841042,m,4,1
6285111865319,m,4,0
6285111889212,m,4,0
6285111913407,m,4,1
6285111936923,m,4,0
6285111960931,m,4,1
6285111984829,m,4,0
6285112009471,m,4,1
6285112033203,m,4,0
6285112056913,m,4,1
6285112081308,m,4,0
6285112105201,m,4,1
6285112129044,m,4,0
6285112152986,m,4,0
6285112176876,m,4,1
6285112200997,m,4,0
6285112225056,m,4,1
6285112249093,m,4,0
6285112273069,m,4,0
6285112296938,m,5,0
6285112321009,m,4,1
6285112344934,m,4,1
6285112369052,m,5,0
6285112393208,m,4,1
6285112416997,m,5,0
6285112441181,m,4,1
6285112465225,m,5,0
6285112489038,m,5,0
6285112512931,m,4,1
6285112536946,m,5,0
6285112560938,m,5,1
6285112585013,m,5,1
6285112609104,m,4,0
6285112633040,m,5,0
6285112656939,m,5,0
6285112680991,m,4,1
6285112705089,m,5,0
6285112728976,m,5,1
6285112752993,m,5,0
6285112776979,m,4,1
6285112801315,m,6,1
6285112825143,m,4,0
6285112848967,m,4,0
6285112873006,m,6,1
6285112896978,m,4,0
6285112921087,m,4,0
6285112945381,m,5,1
6285112969210,m,4,0
6285112971890,w,0,0
6285112993143,m,5,0
6285113016992,m,4,1
6285113041037,m,4,0
6285113064886,m,4,0
6285113089018,m,4,0
6285113113271,m,5,0
6285113136993,m,3,0
6285113160870,m,4,0
6285113185165,m,4,0
6285113208923,m,3,0
6285113233045,m,4,1
6285113257849,m,3,0
6285113281156,m,4,0
6285113305631,m,3,0
6285113328978,m,4,0
6285113353052,m,3,0
6285113376948,m,3,0
6285113401088,m,3,0
6285113425139,m,2,0
6285113449275,m,4,1
6285113472902,m,2,0
6285113497055,m,3,0
6285113521369,m,3,0
6285113545047,m,1,0
6285113569053,m,3,0
6285113593225,m,3,0
6285113617280,m,1,0
6285113641005,m,3,0
6285113664888,m,2,0
6285113688983,m,2,0
6285113713533,m,1,0
6285113737557,m,2,0
6285113761084,m,2,0
6285113784910,m,1,0
6285113809020,m,1,0
6285113833634,m,1,0
6285113857379,m,2,0
6285113881531,m,1,0
6285113905379,m,1,0
6285113929209,m,1,0
6285113952955,m,1,0
6285114025640,m,0,0
6285114049030,m,2,0
6285114097589,m,1,0
6285114409299,m,1,0
6285115081377,m,0,1
6285115153365,m,1,0
6285115248936,m,1,0
6285115273710,m,1,0
6285115369285,m,0,0
6285115393006,m,2,0
6285115465702,m,1,1
6285115489236,m,2,0
6285115513225,m,1,0
6285115537119,m,1,0
6285115561032,m,0,0
6285115584955,m,1,0
6285115609616,m,1,0
6285115632931,m,1,0
6285115656908,m,2,0
6285115729232,m,1,0
6285115753312,m,3,0
6285115777171,m,1,0
6285115801060,m,1,0
6285115825000,m,2,1
6285115849039,m,1,0
6285115873078,m,1,0
6285115897103,m,2,0
6285115921423,m,2,0
6285115945275,m,2,0
6285115968927,m,0,0
6285115993116,m,2,0
6285116016973,m,2,0
6285116041171,m,3,0
6285116065936,m,1,0
6285116089163,m,2,0
6285116112933,m,2,0
6285116136988,m,2,0
6285116160924,m,2,0
6285116184923,m,2,0
6285116210192,m,3,0
6285116233286,m,1,0
6285116257015,m,3,0
6285116281145,m,2,0
6285116304995,m,2,0
6285116329015,m,2,0
6285116353208,m,3,0
6285116377140,m,2,0
6285116380578,Wu,0,0
6285116400935,m,3,-1
6285116425327,m,2,0
6285116449070,m,2,0
6285116473015,m,3,0
6285116497016,m,3,0
6285116522562,m,1,-1
6285116544955,m,3,0
6285116569141,m,3,0
6285116593326,m,2,0
6285116617042,m,3,-1
6285116641171,m,2,0
6285116665201,m,3,0
6285116688999,m,3,0
6285116713592,m,2,0
6285116737187,m,3,-1
6285116761326,m,3,0
6285116784950,m,2,0
6285116808882,m,3,0
6285116832892,m,2,0
6285116857084,m,3,0
6285116881020,m,3,-1
6285116905077,m,2,0
6285116929217,m,3,0
6285116953300,m,3,-1
6285116976989,m,2,0
6285117001221,m,3,-1
6285117025022,m,2,0
6285117049016,m,4,0
6285117073541,m,3,0
6285117097277,m,2,-1
6285117121031,m,3,0
6285117145399,m,2,-1
6285117169025,m,3,0
6285117192943,m,3,0
6285117217065,m,2,-1
6285117240965,m,3,0
6285117264943,m,3,-1
6285117289200,m,2,0
6285117313128,m,3,0
6285117337099,m,2,0
6285117361025,m,3,0
6285117385090,m,3,-1
6285117408963,m,2,0
6285117434948,m,2,-1
6285117457307,m,3,0
6285117481111,m,2,0
6285117504889,m,2,-1
6285117528974,m,3,0
6285117553041,m,2,-1
6285117577007,m,2,0
6285117601180,m,3,-1
6285117625689,m,1,0
6285117649024,m,3,0
6285117673265,m,2,-1
6285117696865,m,2,0
6285117721004,m,2,-1
6285117745078,m,2,0
6285117769025,m,2,0
6285117793052,m,2,0
6285117817122,m,2,0
6285117841244,m,2,0
6285117865001,m,2,-1
6285117889266,m,2,0
6285117912941,m,1,0
6285117936984,m,3,-1
6285117961265,m,1,0
6285117985029,m,2,0
6285118008961,m,2,0
6285118033156,m,2,-1
6285118057018,m,1,0
6285118080993,m,2,0
6285118104943,m,1,-1
6285118129258,m,2,0
6285118153150,m,2,0
6285118177142,m,1,0
6285118201247,m,1,-1
6285118225008,m,2,0
6285118249545,m,2,0
6285118272930,m,1,0
6285118297164,m,1,-1
6285118321032,m,1,0
6285118344947,m,2,0
6285118369130,m,1,0
6285118393213,m,2,0
6285118416948,m,0,-1
6285118441153,m,1,0
6285118464934,m,2,0
6285118489208,m,1,0
6285118561216,m,1,0
6285118585511,m,2,0
6285118609207,m,1,0
6285118633602,m,1,0
6285118656945,m,1,0
6285118680956,m,1,0
6285118706041,m,1,0
6285118729505,m,1,0
6285118801405,m,1,0
6285118825112,m,1,-1
6285118873389,m,1,0
6285118945615,m,1,0
6285118968932,m,1,0
6285118993086,m,1,0
6285119161262,m,2,0
6285119185031,m,0,0
6285119208956,m,1,0
6285119305416,m,1,0
6285119307943,d,0,0
6285119329185,m,1,0
6285119377189,m,1,0
6285119449644,m,1,0
6285119472985,m,1,0
6285119496956,m,1,0
6285119545112,m,0,0
6285119568888,m,1,0
6285119641362,m,1,0
6285119664961,m,2,0
6285119689273,m,1,0
6285119712972,m,1,0
6285119785345,m,1,0
6285119857170,m,2,0
6285119881128,m,3,0
6285119953437,m,1,0
6285119977235,m,2,0
6285119979905,Au,0,0
6285120001314,m,1,0
6285120025151,m,1,0
6285120049118,m,2,0
6285120122054,m,1,0
6285120145218,m,3,0
6285120169474,m,1,0
6285120193852,m,2,0
6285120216966,m,1,0
6285120241128,m,1,0
6285120264958,m,1,0
6285120289008,m,1,0
6285120312919,m,2,0
6285120337217,m,1,0
6285120361240,m,2,0
6285120385313,m,0,0
6285120408928,m,2,0
6285120433182,m,1,0
6285120456950,m,2,0
6285120481512,m,2,0
6285120504949,m,0,0
6285120529091,m,2,0
6285120553517,m,2,0
6285120577308,m,1,0
6285120601536,m,2,1
6285120625316,m,1,0
6285120649034,m,2,0
6285120672973,m,2,0
6285120696971,m,1,0
6285120720971,m,1,0
6285120745150,m,2,0
6285120769255,m,2,1
6285120793152,m,1,0
6285120816982,m,2,0
6285120841049,m,1,0
6285120864963,m,2,0
6285120889120,m,2,0
6285120913486,m,1,1
6285120937278,m,1,0
6285120960975,m,2,0
6285120984995,m,2,0
6285121009400,m,2,0
6285121033147,m,1,1
6285121057466,m,1,0
6285121081920,m,2,0
6285121105325,m,2,0
6285121129110,m,1,1
6285121152915,m,1,0
6285121177007,m,2,0
6285121201227,m,1,1
6285121225909,m,2,0
6285121249083,m,1,0
6285121272950,m,1,1
6285121297134,m,1,0
6285121321025,m,2,0
6285121345212,m,1,0
6285121369590,m,1,0
6285121392977,m,2,0
6285121417319,m,0,1
6285121441348,m,1,0
6285121465001,m,1,0
6285121489127,m,2,1
6285121561568,m,1,0
6285121585340,m,2,1
6285121609263,m,1,1
6285121681123,m,1,0
6285121704918,m,2,1
6285121729320,m,1,0
6285121753334,m,0,1
6285121777233,m,1,0
6285121801328,m,1,0
6285121824990,m,0,1
6285121897301,m,0,0
6285121993865,m,1,0
6285122016927,m,0,1
6285122089309,m,1,0
6285122113602,m,0,1
6285122281575,m,0,1
6285122377827,m,0,1
6285122401142,m,0,1
6285122449175,m,0,1
6285122497402,m,0,1
6285122593165,m,0,0
6285122617021,m,0,1
6285122640934,m,-1,0
6285122665030,m,0,1
6285122761319,m,0,1
6285122785037,m,-1,1
6285122833107,m,0,1
6285122856959,m,-1,0
6285122880935,m,-1,1
6285123049502,m,-2,1
6285123073089,m,-2,1
6285123097125,m,0,1
6285123121269,m,0,0
6285123169203,m,-1,1
6285123217201,m,-1,1
6285123313371,m,-2,1
6285123337015,m,0,1
6285123409443,m,-1,0
6285123433330,m,-1,1
6285123457165,m,0,0
6285123553941,m,-1,0
6285123577417,m,0,1
6285123697194,m,0,1
6285123721034,m,-1,1
6285123841300,m,0,1
6285123865066,m,0,1
6285123888990,m,0,1
6285124129373,m,0,1
6285124201369,m,0,1
6285124225216,m,0,1
6285124321259,m,0,1
6285124345520,m,0,1
6285124368938,m,1,0
6285124392979,m,0,1
6285124489146,m,1,1
6285124513219,m,1,0
6285124537253,m,0,1
6285124560989,m,1,0
6285124609182,m,1,0
6285124705780,m,1,0
6285124729357,m,1,1
6285124801248,m,0,0
6285124873707,m,1,1
6285124897279,m,1,1
6285125017556,m,1,0
6285125185929,m,1,1
6285125404391,a,0,0
6285125425402,m,1,0
6285125860511,Du,0,0
6285127513467,m,1,1
6285127633271,m,1,0
6285127656991,m,0,0
6285127681227,m,1,1
6285127753729,m,1,0
6285127825182,m,2,1
6285127848937,m,3,0
6285127873339,m,1,0
6285127897144,m,1,0
6285127921300,m,2,0
6285127946095,m,1,0
6285127969101,m,2,1
6285127993022,m,2,0
6285128017006,m,2,0
6285128041644,m,3,0
6285128065380,m,2,1
6285128089366,m,3,0
6285128113476,m,2,0
6285128136905,m,3,1
6285128160999,m,4,0
6285128185151,m,3,0
6285128208994,m,4,1
6285128233067,m,3,0
6285128257090,m,4,0
6285128281233,m,5,1
6285128305682,m,4,0
6285128329020,m,5,1
6285128353426,m,4,0
6285128376941,m,5,1
6285128401522,m,5,0
6285128425346,m,6,0
6285128449065,m,6,0
6285128473316,m,6,1
6285128496953,m,5,0
6285128521007,m,7,1
6285128545151,m,6,1
6285128569048,m,7,0
6285128592932,m,6,1
6285128617312,m,7,0
6285128641278,m,8,1
6285128664906,m,7,1
6285128688912,m,8,0
6285128714209,m,8,1
6285128736922,m,8,0
6285128761081,m,8,0
6285128785165,m,9,0
6285128809389,m,7,1
6285128832999,m,9,0
6285128856884,m,9,1
6285128881032,m,10,0
6285128905018,m,8,1
6285128928982,m,10,0
6285128953059,m,9,0
6285128977359,m,9,1
6285129001289,m,10,0
6285129025092,m,10,1
6285129048937,m,10,0
6285129072950,m,10,1
6285129096959,m,10,0
6285129121372,m,11,0
6285129145154,m,10,0
6285129169354,m,11,1
6285129193005,m,10,0
6285129217014,m,12,0
6285129240914,m,10,0
6285129264916,m,11,0
6285129289167,m,11,1
6285129312994,m,11,0
6285129337211,m,12,0
6285129361312,m,11,1
6285129385256,m,11,0
6285129409043,m,12,0
6285129433591,m,12,0
6285129457325,m,11,1
6285129482249,m,12,0
6285129505292,m,12,0
6285129529026,m,11,0
6285129553327,m,13,1
6285129577109,m,11,0
6285129601041,m,11,0
6285129625170,m,13,0
6285129648921,m,11,0
6285129673069,m,12,0
6285129697196,m,12,1
6285129721338,m,12,0
6285129744946,m,11,0
6285129768933,m,12,0
6285129792995,m,12,1
6285129817005,m,11,0
6285129842271,m,12,0
6285129865296,m,11,0
6285129889080,m,11,0
6285129913401,m,11,0
6285129937225,m,11,0
6285129961328,m,12,0
6285129985054,m,11,0
6285130009056,m,11,0
6285130032988,m,10,0
6285130057547,m,11,0
6285130081413,m,11,0
6285130104984,m,10,0
6285130129155,m,11,0
6285130152993,m,10,0
6285130176931,m,10,0
6285130201284,m,10,0
6285130225227,m,10,0
6285130249060,m,10,0
6285130273432,m,9,0
6285130297024,m,9,0
6285130320928,m,10,0
6285130345110,m,9,0
6285130369300,m,8,0
6285130392994,m,9,0
6285130417373,m,9,0
6285130441212,m,9,0
6285130464955,m,7,0
6285130489131,m,9,0
6285130513051,m,8,0
6285130537260,m,7,0
6285130561462,m,8,0
6285130585347,m,7,0
6285130609265,m,8,0
6285130633857,m,7,0
6285130656970,m,6,0
6285130681048,m,7,0
6285130704920,m,6,0
6285130729070,m,7,0
6285130753655,m,5,0
6285130777105,m,6,0
6285130801490,m,6,0
6285130824875,m,5,-1
6285130849000,m,5,0
6285130873035,m,5,0
6285130896980,m,5,0
6285130920953,m,5,0
6285130944961,m,4,0
6285130969281,m,5,0
6285130993428,m,3,0
6285131017051,m,5,0
6285131041180,m,3,0
6285131064954,m,4,0
6285131089131,m,2,0
6285131113281,m,4,-1
6285131137305,m,2,0
6285131161442,m,3,0
6285131184949,m,3,0
6285131208976,m,2,0
6285131232992,m,2,0
6285131256941,m,2,0
6285131281085,m,2,0
6285131305438,m,2,0
6285131329187,m,1,0
6285131353488,m,2,0
6285131376985,m,1,0
6285131400859,m,1,0
6285131473523,m,0,0
6285131545264,m,1,0
6285131569025,m,1,-1
6285132193452,m,0,0
6285132241419,m,-1,0
6285132289379,m,0,0
6285132361332,m,-1,0
6285132385140,m,-2,0
6285132409305,m,-1,0
6285132433288,m,-2,0
6285132457422,m,-1,0
6285132481039,m,0,0
6285132504995,m,-2,0
6285132529330,m,-1,0
6285132553496,m,-2,0
6285132577193,m,-2,0
6285132601298,m,-1,0
6285132624878,m,-1,0
6285132648920,m,-2,0
6285132673233,m,-2,0
6285132696959,m,-1,0
6285132721147,m,-2,0
6285132745005,m,-2,0
6285132769237,m,-2,0
6285132793387,m,-1,0
6285132816959,m,-2,0
6285132841213,m,-2,0
6285132864954,m,-3,0
6285132889022,m,-1,0
6285132913206,m,-2,-1
6285132937241,m,-2,0
6285132961072,m,-2,0
6285132984949,m,-1,0
6285133008936,m,-2,0
6285133033088,m,-2,0
6285133056962,m,-1,0
6285133081011,m,-1,0
6285133104956,m,-2,0
6285133129408,m,-2,0
6285133153285,m,-2,0
6285133177023,m,-1,0
6285133201032,m,-2,0
6285133224967,m,-1,0
6285133249005,m,-2,-1
6285133273546,m,-2,0
6285133297396,m,0,0
6285133321272,m,-2,0
6285133345386,m,-2,0
6285133368982,m,-1,0
6285133392930,m,-2,0
6285133417149,m,0,0
6285133440970,m,-2,0
6285133465032,m,-1,0
6285133489031,m,-2,0
6285133513324,m,-2,0
6285133537189,m,0,0
6285133561037,m,-1,0
6285133585101,m,-2,0
6285133609272,m,-1,0
6285133633191,m,-1,0
6285133657671,m,-2,0
6285133680951,m,0,0
6285133704881,m,-1,0
6285133777278,m,-2,0
6285133800996,m,-3,-1
6285133825110,m,-1,0
6285133849124,m,-1,0
6285133873272,m,-1,0
6285133897214,m,-1,0
6285133920955,m,-1,0
6285133945040,m,-1,-1
6285133968967,m,-1,0
6285133992977,m,-1,0
6285134017477,m,-1,0
6285134090371,m,-1,0
6285134112940,m,-2,-1
6285134136982,m,-1,0
6285134161038,m,-1,0
6285134185058,m,-1,0
6285134208996,m,0,0
6285134233033,m,-1,-1
6285134330083,m,-1,0
6285134353630,m,-2,0
6285134377114,m,0,-1
6285134401448,m,-1,0
6285134428211,d,0,0
6285134521381,m,-1,0
6285134666292,m,-1,-1
6285134688953,m,-1,-1
6285134809645,m,-1,0
6285135025325,m,0,0
6285135265518,m,-1,0
6285135340371,Au,0,0
6285135361292,m,0,-1
6285135601911,m,0,-1
6285135793241,m,0,-1
6285135816970,m,0,-1
6285135865145,m,1,-1
6285135961847,m,1,-1
6285136105354,m,0,-1
6285136129138,m,1,0
6285136249176,m,1,0
6285136273252,m,1,-1
6285136297235,m,1,0
6285136441288,m,1,-1
6285136465008,m,1,0
6285136489024,m,0,-1
6285136585464,m,1,0
6285136657195,m,0,0
6285136753489,m,1,-1
6285136849195,m,1,0
6285136873075,m,1,0
6285136969656,m,1,0
6285137017323,m,0,-1
6285137162088,m,1,0
6285139852143,a,0,0
6285140524701,Du,0,0
6285140809336,m,1,0
6285141025425,m,1,0
6285141049389,m,0,0
6285141073422,m,1,0
6285141097314,m,1,0
6285141121061,m,1,0
6285141145165,m,1,0
6285141169060,m,2,1
6285141193101,m,1,0
6285141217309,m,1,1
6285141241511,m,2,0
6285141265208,m,2,1
6285141288997,m,2,1
6285141312960,m,2,0
6285141336988,m,3,0
6285141361101,m,2,1
6285141385156,m,4,1
6285141409306,m,3,1
6285141433181,m,3,1
6285141457399,m,4,1
6285141481303,m,3,1
6285141505034,m,4,1
6285141529102,m,5,0
6285141553243,m,4,1
6285141577129,m,5,2
6285141601488,m,6,1
6285141625559,m,5,1
6285141649085,m,6,1
6285141672991,m,6,1
6285141696929,m,6,1
6285141720999,m,6,2
6285141745143,m,8,1
6285141769350,m,7,2
6285141792990,m,8,1
6285141817131,m,8,1
6285141841380,m,8,2
6285141865097,m,9,1
6285141889109,m,9,2
6285141913289,m,9,1
6285141937111,m,10,1
6285141961219,m,10,2
6285141985397,m,10,2
6285142009168,m,11,1
6285142033021,m,11,1
6285142057336,m,12,1
6285142081022,m,12,2
6285142105239,m,12,2
6285142129064,m,14,1
6285142153130,m,13,1
6285142177410,m,14,1
6285142201143,m,14,1
6285142225370,m,14,2
6285142248944,m,15,1
6285142273101,m,14,1
6285142297092,m,16,1
6285142321057,m,15,0
6285142345565,m,16,1
6285142369337,m,16,1
6285142393039,m,15,2
6285142417320,m,17,1
6285142441285,m,16,1
6285142465133,m,15,1
6285142489124,m,17,0
6285142513109,m,17,0
6285142537172,m,16,1
6285142561169,m,17,1
6285142585435,m,17,0
6285142609534,m,16,1
6285142633022,m,18,1
6285142657031,m,17,0
6285142680914,m,17,0
6285142705059,m,17,1
6285142729576,m,18,0
6285142753151,m,17,0
6285142776982,m,18,0
6285142803701,m,17,0
6285142824870,m,18,0
6285142849050,m,17,1
6285142873066,m,19,0
6285142897031,m,17,0
6285142921055,m,18,0
6285142945159,m,18,0
6285142969185,m,18,0
6285142993186,m,18,0
6285143017035,m,18,0
6285143040979,m,18,0
6285143064989,m,18,-1
6285143090332,m,19,0
6285143113297,m,18,-1
6285143137022,m,18,-1
6285143161513,m,19,0
6285143184982,m,18,0
6285143208890,m,18,-1
6285143233409,m,19,0
6285143256951,m,18,-1
6285143281124,m,19,0
6285143305101,m,18,0
6285143329369,m,17,-1
6285143353199,m,19,0
6285143377113,m,18,-1
6285143400943,m,19,0
6285143425010,m,17,-1
6285143449450,m,18,-1
6285143473148,m,18,0
6285143497504,m,17,-1
6285143521065,m,17,-1
6285143544956,m,18,0
6285143568939,m,17,-1
6285143593060,m,17,0
6285143616994,m,16,0
6285143640994,m,17,-1
6285143665277,m,16,-1
6285143689673,m,15,-1
6285143713024,m,17,0
6285143736937,m,15,-1
6285143760997,m,16,-1
6285143784920,m,15,-1
6285143809159,m,14,-1
6285143833326,m,15,0
6285143857164,m,14,0
6285143883295,m,14,-1
6285143905322,m,14,-1
6285143928984,m,14,-1
6285143952855,m,13,-1
6285143977058,m,14,-1
6285144001059,m,12,-1
6285144025027,m,12,0
6285144049059,m,12,-1
6285144073315,m,12,0
6285144097688,m,11,-1
6285144121258,m,11,0
6285144144985,m,11,-1
6285144169020,m,10,-1
6285144193305,m,10,-1
6285144217523,m,10,0
6285144241128,m,9,-1
6285144264983,m,9,-1
6285144290050,m,9,0
6285144313076,m,9,-1
6285144336936,m,7,0
6285144361018,m,7,0
6285144385467,m,8,-1
6285144408942,m,7,-1
6285144433051,m,6,0
6285144457371,m,7,0
6285144481052,m,6,-1
6285144505036,m,5,-1
6285144528935,m,5,0
6285144552948,m,5,0
6285144577816,m,5,-1
6285144601489,m,3,0
6285144625011,m,5,0
6285144649301,m,3,0
6285144673393,m,4,-1
6285144696931,m,2,0
6285144720977,m,3,0
6285144744933,m,3,0
6285144769193,m,1,0
6285144793246,m,2,0
6285144817717,m,2,0
6285144841145,m,1,0
6285144864956,m,1,0
6285144889022,m,1,0
6285144912998,m,1,0
6285144937066,m,1,0
6285145009806,m,1,0
6285145033112,m,1,0
6285145129739,m,1,0
6285145153318,m,0,0
6285145297369,m,1,0
6285145321481,m,0,1
6285145369362,m,0,1
6285145416926,m,-1,0
6285145440986,m,-1,1
6285145465002,m,-1,0
6285145488984,m,-1,1
6285145513181,m,-1,0
6285145537082,m,-1,1
6285145561350,m,0,0
6285145586140,m,-2,0
6285145609068,m,-2,1
6285145632992,m,-1,1
6285145657069,m,-2,0
6285145681011,m,-1,1
6285145705247,m,-2,1
6285145729236,m,-2,1
6285145752976,m,-2,0
6285145779775,m,-1,1
6285145800873,m,-3,1
6285145824994,m,-2,0
6285145849063,m,-2,1
6285145873390,m,-2,1
6285145897427,m,-2,0
6285145921126,m,-2,1
6285145945209,m,-2,1
6285145968948,m,-3,1
6285145993072,m,-2,1
6285146017143,m,-2,1
6285146041073,m,-2,0
6285146065224,m,-3,1
6285146089318,m,-1,0
6285146113074,m,-3,1
6285146137021,m,-2,1
6285146161659,m,-1,1
6285146185041,m,-3,1
