t_ticks,kind,dx,dy
6298018381529,m,-17,-3
6298018405254,m,-17,-3
6298018429575,m,-15,-4
6298018453219,m,-14,-3
6298018477249,m,-14,-3
6298018501139,m,-13,-3
6298018525445,m,-12,-4
6298018549531,m,-11,-3
6298018573191,m,-9,-4
6298018597377,m,-10,-3
6298018621479,m,-8,-2
6298018646503,m,-7,-4
6298018669203,m,-4,0
6298018909535,m,-5,-2
6298021120856,w,0,0
6298026496838,m,-4,-1
6298026517582,m,-1,-1
6298026541705,m,-3,-1
6298026589721,m,-3,-1
6298026637485,m,-2,-1
6298026661394,m,-2,0
6298026685281,m,-3,-1
6298026709494,m,-2,-1
6298026733366,m,-3,-1
6298026757134,m,-3,-1
6298026781888,m,-2,-2
6298026805567,m,-3,-1
6298026829423,m,-2,0
6298026853596,m,-3,-1
6298026877199,m,-3,-2
6298026901417,m,-2,-1
6298026926017,m,-4,-1
6298026949273,m,-2,-1
6298026973372,m,-3,-1
6298026997212,m,-4,0
6298027021322,m,-2,-1
6298027045303,m,-4,-2
6298027069606,m,-2,-1
6298027093477,m,-4,-1
6298027117836,m,-2,-1
6298027141358,m,-3,-1
6298027165515,m,-3,0
6298027189289,m,-2,0
6298027213589,m,-3,-1
6298027237531,m,-2,-1
6298027261294,m,-2,0
6298027285761,m,-2,-1
6298027309581,m,-3,-1
6298027333764,m,-1,-1
6298027357201,m,-3,-1
6298027381183,m,-3,0
6298027405843,m,-1,-1
6298027429338,m,-3,0
6298027453331,m,-3,-1
6298027477755,m,-1,0
6298027501491,m,-3,-1
6298027525436,m,-2,-1
6298027549519,m,-2,0
6298027573389,m,-3,-1
6298027597370,m,-3,0
6298027621552,m,-2,-1
6298027645180,m,-3,-1
6298027669245,m,-3,0
6298027693546,m,-2,-1
6298027717966,m,-3,0
6298027741154,m,-2,0
6298027765208,m,-2,-1
6298027789143,m,-3,0
6298027813267,m,-2,0
6298027837342,m,-2,-1
6298027861176,m,-3,-1
6298027885254,m,-2,0
6298027909669,m,-3,-1
6298027933252,m,-2,0
6298027957295,m,-2,0
6298027981504,m,-3,-1
6298028005509,m,-3,0
6298028029486,m,-2,0
6298028053266,m,-2,-1
6298028077201,m,-3,0
6298028102309,m,-2,-1
6298028125210,m,-3,0
6298028149196,m,-2,0
6298028173595,m,-2,0
6298028197235,m,-3,0
6298028221484,m,-3,0
6298028245776,m,-2,-1
6298028269250,m,-3,0
6298028293260,m,-2,0
6298028317606,m,-2,0
6298028341701,m,-3,-1
6298028365152,m,-2,0
6298028389397,m,-2,0
6298028413397,m,-3,0
6298028437277,m,-2,-1
6298028461505,m,-3,0
6298028485333,m,-2,0
6298028509214,m,-2,0
6298028533235,m,-3,-1
6298028557164,m,-3,0
6298028581272,m,-2,0
6298028605336,m,-3,0
6298028629465,m,-2,0
6298028653535,m,-2,-1
6298028677566,m,-3,0
6298028701334,m,-3,0
6298028725685,m,-2,0
6298028750445,m,-3,0
6298028773228,m,-2,0
6298028797271,m,-2,0
6298028821542,m,-3,0
6298028845354,m,-2,0
6298028869350,m,-2,0
6298028893095,m,-3,0
6298028917290,m,-2,0
6298028941146,m,-2,0
6298028965282,m,-3,0
6298028990206,m,-2,0
6298029014042,m,-2,0
6298029037627,m,-2,0
6298029061190,m,-3,0
6298029085270,m,-1,0
6298029109315,m,-2,0
6298029133510,m,-2,0
6298029157444,m,-2,0
6298029181189,m,-2,0
6298029205411,m,-2,0
6298029229500,m,-2,0
6298029253405,m,-1,0
6298029277198,m,-2,0
6298029301388,m,-1,0
6298029325528,m,-2,0
6298029349739,m,-2,0
6298029373139,m,-1,0
6298029397251,m,-1,0
6298029421598,m,-2,0
6298029445477,m,-1,0
6298029469202,m,-2,-1
6298029493222,m,0,0
6298029517356,m,-2,0
6298029541426,m,-1,0
6298029565586,m,-1,0
6298029589229,m,-1,0
6298029613225,m,-2,0
6298029637391,m,0,0
6298029661318,m,-1,0
6298029709631,m,-1,0
6298029733404,m,-1,0
6298029805536,m,-1,0
6298029829263,m,-2,0
6298029877543,m,-1,0
6298029973548,m,0,0
6298029997122,m,-1,0
6298030165605,m,-1,0
6298030237620,m,-1,0
6298030381526,m,-1,1
6298030405194,m,-1,0
6298030813737,m,-1,0
6298030840343,Au,0,0
6298032949606,m,-1,0
6298033117694,m,0,0
6298033149567,w,0,0
6298033165576,m,-1,0
6298033285644,m,-1,0
6298033405534,m,-1,0
6298033429485,m,-1,0
6298033453948,m,-1,1
6298033501669,m,-1,0
6298033597770,m,-1,0
6298033621356,m,-1,0
6298033669817,m,-1,0
6298033717588,m,-1,0
6298033741437,m,-1,1
6298033813734,m,-1,0
6298033837287,m,-2,0
6298033909688,m,0,0
6298033933237,m,-2,0
6298033957206,m,-1,0
6298033981365,m,-1,0
6298034005220,m,-1,0
6298034029415,m,-1,0
6298034053168,m,-1,0
6298034077310,m,0,0
6298034101585,m,-1,0
6298034125220,m,-1,0
6298034149266,m,-2,0
6298034173261,m,-1,0
6298034197475,m,-1,0
6298034221417,m,-1,0
6298034245330,m,-1,0
6298034269500,m,-1,0
6298034294263,m,-2,0
6298034317816,m,-1,0
6298034341199,m,-2,1
6298034365135,m,0,0
6298034389359,m,-2,0
6298034413358,m,-2,0
6298034437847,m,-1,0
6298034461572,m,-2,0
6298034485156,m,-1,0
6298034509828,m,-2,0
6298034533195,m,-1,0
6298034557323,m,-3,0
6298034581377,m,0,0
6298034605639,m,-3,0
6298034629406,m,-2,0
6298034653279,m,-2,0
6298034677277,m,-1,0
6298034702099,m,-2,0
6298034725546,m,-2,0
6298034749535,m,-2,0
6298034773220,m,-2,0
6298034797317,m,-2,0
6298034821276,m,-2,0
6298034845389,m,-2,0
6298034869372,m,-2,0
6298034893227,m,-3,0
6298034917849,m,-1,0
6298034942047,m,-3,0
6298034965288,m,-2,0
6298034989510,m,-2,0
6298035013792,m,-3,0
6298035037493,m,-3,0
6298035061199,m,-1,0
6298035085318,m,-3,0
6298035109328,m,-3,0
6298035133900,m,-2,-1
6298035157601,m,-3,0
6298035160864,w,0,0
6298035181208,m,-3,0
6298035205779,m,-2,0
6298035229173,m,-3,-1
6298035253276,m,-3,0
6298035277227,m,-3,0
6298035301258,m,-3,0
6298035325336,m,-3,-1
6298035349480,m,-4,0
6298035373203,m,-3,-1
6298035397177,m,-4,0
6298035421562,m,-4,0
6298035445532,m,-3,-1
6298035469321,m,-5,0
6298035493104,m,-4,0
6298035517181,m,-5,0
6298035541254,m,-4,-1
6298035565789,m,-4,0
6298035589259,m,-6,0
6298035613293,m,-5,-1
6298035638073,m,-5,0
6298035661682,m,-6,-1
6298035685322,m,-5,0
6298035709529,m,-7,-1
6298035733475,m,-6,0
6298035757202,m,-7,-1
6298035781274,m,-6,0
6298035805261,m,-7,-1
6298035829801,m,-7,0
6298035853668,m,-7,-1
6298035877248,m,-7,0
6298035901369,m,-8,0
6298035925367,m,-7,-1
6298035949361,m,-8,0
6298035974279,m,-8,-1
6298035997476,m,-8,-1
6298036021209,m,-8,0
6298036045970,m,-9,-1
6298036069271,m,-8,-1
6298036093079,m,-8,0
6298036117617,m,-9,-1
6298036141501,m,-9,-1
6298036165399,m,-10,0
6298036189530,m,-8,0
6298036213245,m,-10,-1
6298036237306,m,-10,-1
6298036261689,m,-8,-1
6298036285489,m,-10,0
6298036309695,m,-10,-1
6298036333435,m,-9,-1
6298036357216,m,-10,-1
6298036381185,m,-10,-1
6298036405690,m,-10,0
6298036429354,m,-10,-1
6298036453319,m,-10,0
6298036477274,m,-10,-1
6298036501180,m,-10,-1
6298036525363,m,-10,-1
6298036549331,m,-10,-1
6298036573522,m,-10,-1
6298036597288,m,-10,-1
6298036621534,m,-11,0
6298036645460,m,-10,0
6298036669514,m,-10,-1
6298036693586,m,-11,-1
6298036717472,m,-9,-1
6298036741278,m,-11,-1
6298036765439,m,-9,-1
6298036789278,m,-11,-1
6298036813180,m,-9,0
6298036837533,m,-10,-1
6298036861167,m,-10,0
6298036885467,m,-9,0
6298036909155,m,-10,-1
6298036933207,m,-10,-1
6298036957498,m,-8,-1
6298036981784,m,-10,0
6298037005506,m,-9,-1
6298037029210,m,-8,0
6298037053346,m,-8,-1
6298037077418,m,-9,0
6298037102135,m,-8,-1
6298037125285,m,-8,0
6298037149219,m,-7,-1
6298037173389,m,-8,0
6298037175706,w,0,0
6298037197468,m,-7,0
6298037221403,m,-7,0
6298037245589,m,-6,-1
6298037269668,m,-6,0
6298037293291,m,-6,0
6298037318819,m,-6,-1
6298037341259,m,-5,0
6298037366082,m,-6,0
6298037389752,m,-4,-1
6298037413219,m,-5,0
6298037437118,m,-5,-1
6298037461201,m,-3,0
6298037485293,m,-5,0
6298037509139,m,-3,-1
6298037533225,m,-3,0
6298037557588,m,-2,0
6298037581619,m,-3,0
6298037605224,m,-3,-1
6298037629212,m,0,-1
6298037653387,m,-2,0
6298037677776,m,-1,0
6298037701366,m,-2,-1
6298037989581,m,0,0
6298038521071,a,0,0
6298040993185,Au,0,0
6298044565695,m,0,0
6298044589333,m,0,0
6298044661510,m,1,0
6298044733655,m,0,0
6298044757309,m,0,-1
6298044853644,m,0,-1
6298044877236,m,0,-1
6298044973603,m,0,-1
6298044997237,m,0,-1
6298045165569,m,0,-1
6298045405498,m,0,0
6298046053749,m,1,0
6298048765592,m,1,0
6298049269692,m,1,0
6298050037682,m,0,0
6298050061329,m,1,0
6298050109677,m,1,0
6298050229866,m,2,0
6298050277754,m,1,0
6298050325482,m,1,0
6298050398355,m,1,0
6298050421388,m,2,0
6298050445980,m,1,0
6298050469496,m,1,0
6298050493774,m,1,1
6298050517387,m,1,0
6298050541265,m,1,0
6298050565277,m,1,0
6298050589289,m,2,0
6298050613462,m,2,1
6298050637431,m,2,0
6298050661594,m,1,0
6298050685363,m,2,0
6298050709210,m,3,0
6298050733494,m,1,0
6298050757524,m,3,0
6298050781484,m,3,0
6298050805326,m,2,0
6298050829399,m,3,1
6298050853479,m,3,0
6298050877655,m,2,0
6298050901413,m,4,0
6298050925334,m,3,0
6298050949468,m,4,0
6298050973316,m,3,0
6298050997346,m,4,0
6298051022398,m,3,0
6298051045523,m,5,0
6298051069391,m,4,0
6298051093715,m,4,0
6298051117233,m,5,0
6298051141360,m,5,0
6298051165453,m,4,0
6298051190254,m,6,0
6298051213335,m,6,0
6298051237247,m,5,0
6298051261358,m,6,0
6298051285351,m,6,0
6298051309480,m,6,0
6298051333544,m,7,0
6298051357515,m,6,0
6298051381186,m,8,-1
6298051405283,m,7,0
6298051429204,m,8,0
6298051453192,m,7,0
6298051477294,m,8,0
6298051501332,m,9,-1
6298051525224,m,8,0
6298051549205,m,8,0
6298051573385,m,9,0
6298051597379,m,10,-1
6298051621361,m,9,0
6298051645565,m,9,0
6298051669347,m,10,0
6298051693831,m,10,0
6298051718451,m,11,0
6298051741237,m,10,-1
6298051765319,m,11,0
6298051789688,m,11,0
6298051813402,m,11,-1
6298051837300,m,11,0
6298051861211,m,12,0
6298051885574,m,12,-1
6298051909286,m,12,0
6298051933970,m,12,0
6298051957219,m,12,-1
6298051981773,m,14,-1
6298052005739,m,12,0
6298052029573,m,13,-1
6298052053532,m,13,-1
6298052077444,m,14,0
6298052101195,m,13,0
6298052125212,m,14,0
6298052149506,m,14,-1
6298052173420,m,14,-1
6298052197654,m,14,0
6298052221372,m,15,-1
6298052245346,m,15,-1
6298052269452,m,14,-1
6298052293632,m,16,-1
6298052317302,m,15,0
6298052341174,m,14,-1
6298052365334,m,15,0
6298052389422,m,16,-1
6298052413640,m,16,-1
6298052437155,m,16,-1
6298052461473,m,15,-1
6298052485303,m,16,-1
6298052509286,m,17,-1
6298052533296,m,15,0
6298052558642,m,17,-1
6298052581523,m,16,0
6298052605333,m,16,-1
6298052629197,m,17,-1
6298052653197,m,17,-1
6298052677833,m,16,-1
6298052701486,m,18,-1
6298052725168,m,16,0
6298052749306,m,17,-1
6298052773480,m,18,-1
6298052797411,m,17,0
6298052821567,m,18,-1
6298052845211,m,17,-1
6298052869384,m,18,-2
6298052893392,m,17,-1
6298052917351,m,18,0
6298052941364,m,18,-1
6298052965495,m,17,-1
6298052989362,m,19,0
6298053013219,m,17,-1
6298053037387,m,19,-1
6298053061363,m,18,-1
6298053085872,m,18,-1
6298053109304,m,18,-1
6298053133214,m,18,-1
6298053157394,m,18,-1
6298053181391,m,18,0
6298053205511,m,19,-1
6298053229657,m,18,-1
6298053253435,m,17,-1
6298053277341,m,19,-1
6298053301179,m,18,0
6298053325258,m,18,-1
6298053349284,m,18,-1
6298053374219,m,18,-1
6298053397178,m,18,0
6298053421195,m,17,-1
6298053445579,m,18,-1
6298053469662,m,18,-1
6298053493506,m,18,0
6298053517263,m,17,-1
6298053541363,m,18,-1
6298053565375,m,17,-1
6298053589658,m,18,-1
6298053613175,m,16,0
6298053637225,m,17,-1
6298053661232,m,18,-1
6298053685323,m,15,-1
6298053709169,m,17,-1
6298053734241,m,17,0
6298053757574,m,15,-1
6298053781279,m,16,-1
6298053805203,m,16,-1
6298053829909,m,16,0
6298053853692,m,14,-1
6298053877352,m,16,-1
6298053901202,m,15,0
6298053925209,m,14,-1
6298053949325,m,15,-1
6298053973743,m,14,-1
6298053997329,m,14,0
6298054021144,m,13,-1
6298054045278,m,14,-1
6298054069260,m,12,0
6298054093399,m,13,0
6298054117578,m,14,-1
6298054141394,m,12,0
6298054165481,m,12,-1
6298054189477,m,11,0
6298054213268,m,12,-1
6298054237720,m,12,0
6298054261446,m,11,0
6298054285499,m,10,0
6298054309613,m,11,-1
6298054333180,m,10,0
6298054357217,m,10,0
6298054381309,m,9,-1
6298054405213,m,10,0
6298054429200,m,9,0
6298054453619,m,8,0
6298054477203,m,9,0
6298054501237,m,8,0
6298054525156,m,9,0
6298054549358,m,8,0
6298054573662,m,7,0
6298054597129,m,7,0
6298054621286,m,7,0
6298054645624,m,7,0
6298054669468,m,6,0
6298054693424,m,6,0
6298054717324,m,6,0
6298054741350,m,5,0
6298054765947,m,6,0
6298054789358,m,5,0
6298054813237,m,5,1
6298054837506,m,4,0
6298054861355,m,5,1
6298054885367,m,4,0
6298054910161,m,4,1
6298054933697,m,3,0
6298054957358,m,4,1
6298054981397,m,2,0
6298055005214,m,3,0
6298055029337,m,3,1
6298055053522,m,2,1
6298055077487,m,2,1
6298055101167,m,2,1
6298055125373,m,1,0
6298055149225,m,1,1
6298055173202,m,1,2
6298055197427,m,1,0
6298055221453,m,1,0
6298055245188,m,1,1
6298055269272,m,0,1
6298055293307,m,0,1
6298055317743,m,0,1
6298055341660,m,0,1
6298055365165,m,0,1
6298055389310,m,0,1
6298055414257,m,-2,0
6298055437215,m,-1,1
6298055461593,m,-1,1
6298055485314,m,-1,0
6298055509223,m,-2,2
6298055533415,m,-2,0
6298055557159,m,-1,1
6298055581189,m,-1,2
6298055605683,m,-2,0
6298055629246,m,-1,1
6298055653511,m,-4,1
6298055677348,m,-1,1
6298055701261,m,-4,1
6298055725313,m,-2,2
6298055749645,m,-2,1
6298055773242,m,-4,1
6298056013723,m,-1,1
6298061197582,m,-3,0
6298061221921,m,-3,0
6298061245643,m,-1,-1
6298061293511,m,-1,0
6298061318692,m,-3,0
6298061341510,m,-2,-1
6298061365572,m,-1,-1
6298061389288,m,-2,-1
6298061413227,m,-2,-1
6298061437868,m,-2,-1
6298061461636,m,-1,0
6298061485329,m,-2,-1
6298061509331,m,-2,-1
6298061533389,m,-1,0
6298061557649,m,-2,-1
6298061581239,m,-1,-1
6298061605613,m,-1,-1
6298061629679,m,-2,-1
6298061653419,m,-1,-1
6298061677438,m,-2,-1
6298061701559,m,0,-1
6298061725494,m,-1,0
6298061749553,m,-1,-1
6298061773700,m,-1,-1
6298061797381,m,-2,-1
6298061869602,m,-1,-1
6298061893491,m,-1,-2
6298061917376,m,-1,-1
6298061941672,m,-1,0
6298061965200,m,-1,0
6298061989863,m,0,-1
6298062062199,m,-1,-1
6298062085171,m,-2,-2
6298062133548,m,0,-1
6298062206167,m,-1,-1
6298062229382,m,0,-1
6298062301574,m,-1,0
6298062373559,m,-1,-2
6298062397754,m,-1,-2
6298062493546,m,-1,-1
6298062517615,m,-1,-2
6298062757530,m,-1,0
6298062877636,m,-1,-1
6298062901205,m,0,-1
6298062925256,m,0,0
6298063021646,m,-1,-1
6298063117537,m,-1,-1
6298063141713,m,-2,-1
6298063189396,m,-1,0
6298063237468,m,-1,-1
6298063285760,m,-1,0
6298063357505,m,0,0
6298063381300,m,-1,-1
6298063405270,m,-1,0
6298063477987,m,-1,0
6298063573560,m,-2,0
6298063645464,m,-2,0
6298063717558,m,-1,-1
6298063741161,m,-2,0
6298063789586,m,-1,0
6298063885699,m,-1,0
6298063909395,m,-2,0
6298063957504,m,0,-1
6298064053751,m,-1,0
6298064077257,m,-1,0
6298064125507,m,-1,0
6298064293600,m,-2,0
6298064317625,m,-1,0
6298064389559,m,-1,0
6298064414157,m,0,0
6298064486117,m,-1,0
6298064557684,m,-1,0
6298064581541,m,-2,0
6298064629240,m,-1,0
6298064797714,m,-2,0
6298064821738,m,-1,0
6298064918179,m,-2,0
6298065013867,m,-1,0
6298065133660,m,-1,0
6298065157524,m,-1,0
6298065205512,m,-1,0
6298065350562,m,0,0
6298065685918,m,-1,0
6298065709421,m,-1,0
6298065973615,m,-1,0
6298066117912,L,0,0
6298067653689,m,-1,0
6298067989586,m,-1,0
6298068109622,m,0,0
6298068253952,m,-1,0
6298068277377,m,-1,0
6298068325780,m,0,1
6298068421655,m,0,0
6298068589687,m,-1,0
6298068709766,m,0,0
6298068925616,m,-1,0
6298068949208,m,-1,1
6298069093697,Lu,0,0
6298069141822,m,-1,0
6298069334822,m,-1,1
6298069645650,m,-1,0
6298069669666,m,0,1
6298070221623,m,-1,0
6298074877598,L,0,0
6298074901502,m,0,0
6298076293956,m,-1,0
6298076749669,m,-1,0
6298076917582,m,-1,0
6298076965594,m,0,1
6298077109645,m,-1,0
6298077133475,m,-1,0
6298077182509,m,-1,1
6298077301640,m,-1,0
6298077397577,m,0,1
6298077565797,m,-2,0
6298077589344,m,-1,1
6298077637732,m,-1,0
6298077685620,m,-1,0
6298077709454,m,0,0
6298077733390,Lu,0,0
6298077733390,m,-1,0
6298077829621,m,-1,0
6298077853307,m,0,0
6298077949619,m,0,1
6298077973294,m,-2,0
6298078045818,m,0,1
6298078069546,m,-2,0
6298078118781,m,-1,1
6298078261752,m,-2,1
6298078285507,m,0,0
6298078309470,m,-1,0
6298078382224,m,-1,0
6298078405801,m,-1,1
6298078453556,m,-1,0
6298078549516,m,-1,1
6298078573238,m,-1,0
6298078741650,m,-1,0
6298078765745,m,0,0
6298078791026,m,-1,0
6298078813296,m,0,1
6298078909704,m,-1,0
6298079029800,m,-1,0
6298079125270,m,-1,0
6298079245698,m,-1,0
6298079342130,m,-1,0
6298079509648,m,-1,0
6298079773718,m,0,0
6298079797660,m,-1,0
6298079965610,m,-1,0
6298080253675,m,-1,0
6298080349653,m,-1,0
6298080373523,m,-1,0
6298080493536,m,-1,0
6298080517571,m,0,1
6298080662024,m,-1,0
6298080685735,m,0,0
6298080853545,m,-1,0
6298080877803,m,-1,0
6298080974356,m,-1,0
6298081141623,m,-1,0
6298081261715,m,-1,0
6298081285500,m,-1,0
6298081358047,m,-1,0
6298081525579,m,0,0
6298081549557,m,-1,0
6298081573275,m,-1,0
6298081693861,m,-1,0
6298081717242,m,-1,0
6298081766211,m,-1,0
6298081789438,m,0,1
6298081813351,m,-1,0
6298081862108,m,-1,0
6298081909892,m,0,0
6298081982282,m,-1,0
6298082005298,m,-1,0
6298082029483,m,-1,0
6298082077812,m,-1,0
6298082101353,m,-1,0
6298082149741,m,-1,0
6298082222162,m,-1,0
6298082245521,m,-1,0
6298082269223,m,0,1
6298082341608,m,-1,0
6298082365804,m,-2,0
6298082413754,m,-1,0
6298082509683,m,-1,0
6298082533202,m,-1,0
6298082605554,m,-1,1
6298082677627,m,-2,0
6298082701288,m,-2,1
6298082749610,m,-1,0
6298082822104,m,-1,0
6298082845853,m,-1,0
6298082869236,m,-1,1
6298082917644,m,-1,0
6298082941144,m,-1,0
6298082965373,m,-1,0
6298082989420,m,0,1
6298083013890,m,-1,0
6298083037680,m,-1,0
6298083061415,m,0,0
6298083085756,m,-1,0
6298083157549,m,-1,0
6298083181243,m,-2,0
6298083205166,m,-1,0
6298083229269,m,-1,1
6298083253262,m,-1,0
6298083325572,m,0,0
6298083349438,m,-2,1
6298083373334,m,-1,0
6298083397597,m,-1,0
6298083421693,m,-1,0
6298083445352,m,-1,1
6298083493661,m,-1,0
6298083517242,m,0,0
6298083541675,m,-1,1
6298083565236,m,-1,0
6298083589742,m,-1,0
6298083637395,m,-1,0
6298083661480,m,-1,1
6298083685361,L,0,0
6298083685361,m,-1,0
6298083709511,m,-1,0
6298083733179,m,0,0
6298083757210,m,0,1
6298083781512,m,-1,0
6298083805625,m,-1,0
6298083829429,m,-1,0
6298083853255,m,-1,1
6298083877506,m,-1,0
6298083997814,m,-1,0
6298084021263,m,-1,0
6298084046276,m,-1,0
6298084069561,m,-1,0
6298084093198,m,-1,0
6298084165725,m,-1,1
6298084238175,m,-2,0
6298084261721,m,-1,1
6298084309907,m,-1,0
6298084381482,m,-1,0
6298084405291,m,-2,0
6298084430086,m,0,1
6298084453555,m,-1,0
6298084477136,m,-1,0
6298084573926,m,-1,1
6298084597235,m,-1,0
6298084669679,m,-1,0
6298084765697,m,-2,1
6298084789626,m,-2,0
6298084814132,m,-1,0
6298084837221,m,0,1
6298084861142,m,0,0
6298084886121,m,-1,0
6298084957991,m,-1,0
6298084981205,m,-2,1
6298085053573,m,-1,0
6298085125489,m,-2,0
6298085150087,m,-1,0
6298085173542,m,-1,0
6298085197499,m,-1,0
6298085221234,m,-1,0
6298085293724,m,-1,1
6298085317583,m,-2,0
6298085341249,m,0,1
6298085365251,m,-1,0
6298085389538,m,-1,0
6298085413208,m,-1,0
6298085437761,m,-1,0
6298085461181,m,-1,1
6298085485194,m,-1,0
6298085509396,m,-1,0
6298085533247,m,0,0
6298085557489,m,-1,0
6298085581677,m,-1,1
6298085605274,m,-1,0
6298085629202,m,-1,0
6298085653741,m,-1,0
6298085677401,m,-1,1
6298085702120,m,-1,0
6298085725209,m,-1,0
6298085749195,m,-1,1
6298085773620,m,-1,0
6298085797317,m,-1,0
6298085821759,m,-1,0
6298085845222,m,-2,1
6298085869227,m,0,0
6298085941656,m,-1,0
6298085965564,m,-4,0
6298085989479,m,-1,0
6298086013539,m,-1,1
6298086037265,m,-1,0
6298086061343,m,-2,0
6298086085547,m,-1,0
6298086109342,m,-2,1
6298086133884,m,-1,0
6298086158090,m,-1,0
6298086181559,m,-1,1
6298086206092,m,-2,0
6298086229264,m,-1,0
6298086253231,m,-2,0
6298086277349,m,-1,1
6298086301140,m,-1,0
6298086326453,m,-2,0
6298086349754,m,-2,1
6298086373384,m,-1,0
6298086397239,m,-1,0
6298086421229,m,-2,1
6298086445440,m,-2,0
6298086469284,m,-2,0
6298086493326,m,-1,1
6298086517203,m,-2,0
6298086541367,m,-2,0
6298086565300,Lu,0,0
6298086565300,m,-2,0
6298086590115,m,-1,0
6298086613265,m,-2,1
6298086637352,m,-2,0
6298086661522,m,-2,0
6298086685260,m,-1,0
6298086709413,m,-2,1
6298086733642,m,-2,0
6298086757439,m,-2,1
6298086781330,m,-1,0
6298086805271,m,-3,0
6298086829258,m,-2,1
6298086853788,m,-1,0
6298086877599,m,-3,1
6298086901332,m,-2,0
6298086925461,m,-2,0
6298086949409,m,-2,1
6298086974424,m,-3,0
6298086997273,m,-2,1
6298087021407,m,-2,0
6298087069379,m,-2,0
6298087093374,m,-3,0
6298087117823,m,-2,1
6298087141548,m,-2,0
6298087165219,m,-3,0
6298087189218,m,-2,1
6298087213376,m,-3,0
6298087237956,m,-2,1
6298087261329,m,-2,0
6298087285298,m,-3,0
6298087309438,m,-2,1
6298087333411,m,-2,0
6298087357508,m,-3,1
6298087381243,m,-2,0
6298087405636,m,-3,1
6298087429481,m,-3,0
6298087453255,m,-1,1
6298087477912,m,-3,0
6298087501576,m,-3,0
6298087525585,m,-2,0
6298087549417,m,-3,0
6298087573292,m,-2,1
6298087597803,m,-2,0
6298087621617,m,-3,1
6298087645515,m,-3,0
6298087669436,m,-2,1
6298087693334,m,-3,0
6298087717278,m,-3,1
6298087741703,m,-3,0
6298087765220,m,-2,1
6298087790332,m,-2,0
6298087813253,m,-4,1
6298087837246,m,-2,0
6298087861465,m,-3,1
6298087886096,m,-3,0
6298087909668,m,-2,0
6298087933608,m,-3,0
6298087957355,m,-3,1
6298087981297,m,-3,0
6298088005891,m,-3,1
6298088029602,m,-3,0
6298088053917,m,-3,1
6298088077304,m,-2,0
6298088101201,m,-4,1
6298088125304,m,-3,0
6298088149747,m,-3,1
6298088173924,m,-3,0
6298088197337,m,-3,1
6298088221593,m,-4,1
6298088245383,m,-2,0
6298088269589,m,-4,0
6298088293538,m,-3,0
6298088317171,m,-4,1
6298088341417,m,-2,0
6298088365548,m,-4,1
6298088389238,m,-3,0
6298088413990,m,-4,1
6298088437296,m,-3,1
6298088461352,m,-4,0
6298088485324,m,-3,1
6298088510161,m,-4,0
6298088533832,m,-3,1
6298088557498,m,-4,0
6298088581394,m,-3,1
6298088605516,m,-4,0
6298088629290,m,-3,0
6298088653415,m,-4,1
6298088677745,m,-4,0
6298088701200,m,-4,1
6298088725468,m,-3,0
6298088749363,m,-4,1
6298088773413,m,-4,1
6298088797798,m,-4,0
6298088821265,m,-3,1
6298088845187,m,-5,0
6298088869386,m,-3,1
6298088893406,m,-4,1
6298088917936,m,-4,0
6298088941553,m,-3,0
6298088965222,m,-5,0
6298088989458,m,-3,1
6298089013406,m,-5,1
6298089037539,m,-3,0
6298089061917,m,-5,1
6298089085398,m,-4,1
6298089109430,m,-3,0
6298089133450,m,-5,1
6298089157447,m,-4,1
6298089181567,m,-5,0
6298089205290,m,-3,1
6298089229130,m,-4,0
6298089254840,m,-5,0
6298089277240,m,-4,1
6298089301392,m,-5,1
6298089325434,m,-4,0
6298089349494,m,-4,1
6298089373450,m,-5,0
6298089397419,m,-4,1
6298089421362,m,-5,1
6298089445655,m,-5,0
6298089469450,m,-4,1
6298089493132,m,-4,1
6298089517501,m,-6,0
6298089541507,m,-4,0
6298089566228,m,-5,1
6298089589238,m,-5,1
6298089613349,m,-5,0
6298089637381,m,-4,1
6298089661336,m,-6,1
6298089685321,m,-5,1
6298089710101,m,-4,1
6298089733305,m,-5,0
6298089757335,m,-6,1
6298089781297,m,-5,0
6298089805638,m,-5,1
6298089829631,m,-5,0
6298089853275,m,-6,1
6298089877288,m,-5,1
6298089902225,m,-5,0
6298089925372,m,-5,1
6298089950505,m,-6,0
6298089973161,m,-5,1
6298089997200,m,-5,1
6298090021321,m,-5,0
6298090045358,m,-6,1
6298090070194,m,-5,0
6298090093673,m,-5,0
6298090117221,m,-5,1
6298090141284,m,-6,0
6298090165571,m,-5,1
6298090189603,m,-5,1
6298090213421,m,-5,0
6298090237495,m,-6,1
6298090261192,m,-5,1
6298090285267,m,-6,0
6298090309545,m,-4,1
6298090334102,m,-6,0
6298090357263,m,-5,1
6298090381198,m,-5,0
6298090405322,m,-5,0
6298090429181,m,-6,1
6298090453457,m,-5,1
6298090477495,m,-5,0
6298090501486,m,-5,1
6298090525338,m,-5,1
6298090549261,m,-5,0
6298090573457,m,-4,1
6298090597751,m,-6,0
6298090621437,m,-5,1
6298090645611,m,-4,1
6298090669547,m,-5,0
6298090693530,m,-5,0
6298090717268,m,-4,1
6298090741216,m,-6,0
6298090765215,m,-4,1
6298090789340,m,-4,1
6298090813243,m,-6,0
6298090838200,m,-4,1
6298090861513,m,-4,1
6298090885468,m,-5,0
6298090909280,m,-4,1
