t_ticks,kind,dx,dy
6253471314919,m,0,1
6253471362796,m,0,0
6253471458896,m,1,0
6253471482645,m,2,1
6253471578758,m,2,1
6253471626869,m,1,0
6253471650924,m,1,0
6253471699468,m,0,1
6253471794984,m,1,0
6253471818620,m,2,0
6253471891387,m,1,1
6253471914599,m,1,0
6253471986856,m,1,0
6253472058972,m,1,0
6253472083586,m,0,0
6253472227200,m,1,0
6253472491038,m,0,1
6253473019125,m,0,0
6253473330999,m,0,1
6253473427335,m,0,1
6253473523377,m,0,0
6253473546978,m,0,1
6253473642668,m,0,1
6253473666910,m,0,1
6253473691721,m,0,1
6253473786923,m,0,1
6253473810760,m,0,1
6253473882896,m,0,1
6253473906731,m,0,2
6253473978953,m,0,0
6253474051216,m,1,2
6253474074968,m,1,2
6253474098670,m,1,1
6253474147140,m,1,1
6253474170587,m,0,1
6253474194636,m,1,1
6253474218622,m,1,1
6253474242880,m,0,0
6253474266693,m,0,1
6253474291305,m,1,0
6253474315045,m,0,1
6253474338665,m,1,1
6253474362713,m,1,1
6253474386690,m,1,1
6253474410636,m,0,1
6253474434599,m,1,1
6253474459250,m,1,0
6253474482695,m,1,1
6253474506568,m,0,1
6253474530652,m,1,2
6253474603537,m,1,1
6253474626537,m,2,2
6253474650772,m,1,1
6253474674907,m,1,1
6253474698568,m,1,1
6253474722901,m,0,1
6253474747213,m,1,1
6253474770671,m,1,1
6253474795093,m,0,1
6253474819133,m,1,0
6253474842580,m,1,1
6253474866569,m,1,1
6253474890673,m,0,1
6253474914779,m,1,1
6253474938803,m,1,1
6253474962682,m,0,2
6253474986779,m,0,0
6253475058820,m,1,1
6253475082617,m,2,3
6253475106880,m,0,1
6253475130542,m,0,1
6253475154602,m,1,1
6253475178925,m,0,1
6253475202678,m,1,1
6253475227197,m,0,1
6253475250694,m,1,1
6253475274639,m,0,1
6253475298648,m,0,1
6253475323697,m,1,1
6253475346544,m,0,1
6253475371277,m,0,1
6253475395271,m,0,1
6253475418809,m,0,1
6253475442932,m,0,2
6253475466668,m,0,1
6253475490796,m,0,0
6253475514591,m,0,1
6253475538855,m,0,2
6253475563009,m,0,1
6253475586553,m,0,1
6253475611080,m,0,1
6253475635037,m,0,1
6253475658730,m,0,1
6253475682919,m,0,1
6253475706739,m,0,2
6253475731218,m,0,1
6253475754612,m,0,2
6253475850835,m,0,0
6253475874605,m,0,4
6253475898889,m,0,2
6253475922567,m,0,1
6253475946563,m,0,0
6253475970832,m,0,2
6253475994715,m,0,1
6253476018998,m,0,2
6253476042871,m,0,1
6253476066709,m,0,1
6253476090684,m,0,1
6253476114754,m,0,1
6253476138789,m,-1,2
6253476162776,m,0,1
6253476186628,m,0,2
6253476211225,m,0,0
6253476234593,m,-1,1
6253476258696,m,0,2
6253476283018,m,0,1
6253476306916,m,0,2
6253476330651,m,-1,1
6253476354560,m,0,1
6253476378594,m,0,1
6253476403069,m,0,1
6253476426710,m,0,2
6253476450963,m,-1,1
6253476474581,m,0,1
6253476498728,m,0,1
6253476522598,m,0,2
6253476546599,m,-1,1
6253476570523,m,0,1
6253476594615,m,0,2
6253476619252,m,0,1
6253476666816,m,0,1
6253476690702,m,-1,5
6253476714954,m,0,0
6253476738768,m,0,2
6253476762690,m,0,1
6253476786556,m,0,2
6253476812847,m,0,1
6253476834601,m,0,1
6253476858691,m,0,1
6253476882740,m,0,2
6253476906560,m,0,1
6253476930867,m,0,2
6253476954598,m,0,1
6253476979221,m,0,1
6253477002845,m,0,1
6253477026853,m,0,2
6253477050625,m,0,2
6253477075991,m,0,1
6253477098951,m,0,1
6253477122584,m,0,1
6253477146815,m,0,2
6253477170675,m,0,1
6253477194552,m,0,2
6253477219068,m,0,0
6253477242598,m,0,2
6253477266576,m,0,2
6253477290511,m,0,1
6253477314701,m,0,2
6253477339114,m,0,0
6253477363036,m,0,2
6253477386769,m,0,2
6253477410810,m,0,1
6253477434628,m,0,2
6253477458591,m,0,0
6253477482839,m,0,2
6253477506733,m,0,2
6253477530923,m,0,1
6253477554589,m,0,2
6253477578612,m,0,1
6253477602583,m,0,1
6253477626556,m,0,2
6253477651329,m,0,1
6253477674630,m,0,2
6253477698671,m,0,1
6253477722723,m,0,1
6253477746550,Lu,0,0
6253477746550,m,1,2
6253477770630,m,0,1
6253477794680,m,1,2
6253477818546,m,0,0
6253477842765,m,0,2
6253477866988,m,0,1
6253477890977,m,1,2
6253477914571,m,1,1
6253477938715,m,0,1
6253477962614,m,1,1
6253477986674,m,0,1
6253478010620,m,1,2
6253478034961,m,0,1
6253478058523,m,1,2
6253478082936,m,1,0
6253478106843,m,1,2
6253478130715,m,1,1
6253478154626,m,1,1
6253478178946,m,1,1
6253478202885,m,1,2
6253478226790,m,1,0
6253478250796,m,2,1
6253478298793,m,2,1
6253478322510,m,2,2
6253478346609,m,1,1
6253478371022,m,2,1
6253478394751,m,2,1
6253478419847,m,2,0
6253478442977,m,3,1
6253478467015,m,2,1
6253478490601,m,2,1
6253478515472,m,4,1
6253478538621,m,3,1
6253478562566,m,3,1
6253478586554,m,4,1
6253478610640,m,4,0
6253478634997,m,3,0
6253478660325,m,5,1
6253478682528,m,4,1
6253478706565,m,5,0
6253478730549,m,5,1
6253478754699,m,6,1
6253478778589,m,5,0
6253478802675,m,5,1
6253478826662,m,7,0
6253478850862,m,7,0
6253478874674,m,6,1
6253478898636,m,8,0
6253478922890,m,7,0
6253478946578,m,7,0
6253478970589,m,8,0
6253478994954,m,8,1
6253479019044,m,9,0
6253479042668,m,10,0
6253479066539,m,9,0
6253479090568,m,10,0
6253479114782,m,10,0
6253479138561,m,11,0
6253479164428,m,10,0
6253479186585,m,12,0
6253479211021,m,12,0
6253479234619,m,12,0
6253479258563,m,13,-1
6253479282993,m,13,0
6253479306876,m,14,0
6253479330980,m,14,-1
6253479355372,m,15,0
6253479378684,m,15,-1
6253479402602,m,15,0
6253479405491,a,0,0
6253479426671,m,17,-1
6253479450800,m,16,0
6253479474541,m,17,-1
6253479499154,m,17,0
6253479522656,m,19,-1
6253479546626,m,17,0
6253479570592,m,20,0
6253479594872,m,19,-1
6253479618686,m,20,-1
6253479642585,m,20,0
6253479666683,m,21,-1
6253479691080,m,21,-1
6253479714618,m,22,-1
6253479738622,m,23,-1
6253479762573,m,22,-1
6253479786597,m,24,0
6253479810965,m,24,-2
6253479834522,m,23,-1
6253479858582,m,24,-1
6253479882643,m,25,-1
6253479906550,m,26,-2
6253479930656,m,25,-1
6253479954746,m,25,-2
6253479978713,m,27,-1
6253480002595,m,27,-2
6253480026564,m,26,-1
6253480051107,m,27,-2
6253480074584,m,27,-2
6253480098625,m,28,-2
6253480122802,m,27,-1
6253480148146,m,28,-2
6253480170984,m,28,-2
6253480194949,m,28,-2
6253480218599,m,28,-1
6253480242639,m,29,-3
6253480266570,m,29,-2
6253480290863,m,29,-2
6253480314625,m,29,-2
6253480338756,m,29,-3
6253480362620,m,30,-2
6253480386657,m,28,-2
6253480410565,m,30,-3
6253480434651,m,30,-2
6253480458731,m,30,-2
6253480483061,m,30,-2
6253480506602,m,31,-3
6253480531064,m,30,-2
6253480555858,m,30,-3
6253480579042,m,30,-2
6253480602634,m,31,-3
6253480626561,m,30,-3
6253480650810,m,31,-2
6253480674579,m,31,-3
6253480699835,m,29,-3
6253480722581,m,31,-2
6253480746625,m,30,-3
6253480771141,m,30,-2
6253480794612,m,30,-2
6253480818894,m,31,-4
6253480842579,m,29,-2
6253480866806,m,30,-3
6253480890785,m,30,-2
6253480914863,m,30,-2
6253480939348,m,29,-3
6253480962736,m,29,-3
6253480986835,m,30,-2
6253481013267,m,29,-3
6253481034591,m,29,-2
6253481058633,m,29,-3
6253481082873,m,29,-3
6253481106834,m,28,-1
6253481130509,m,28,-3
6253481155051,m,28,-3
6253481178829,m,28,-1
6253481202992,m,28,-3
6253481226519,m,27,-3
6253481250718,m,27,-1
6253481277721,m,26,-2
6253481298616,m,26,-3
6253481322585,m,27,-2
6253481346746,m,26,-1
6253481370694,m,24,-3
6253481394601,m,26,-2
6253481418605,m,24,-1
6253481442765,m,25,-2
6253481467241,m,23,-3
6253481490804,m,23,-2
6253481514907,m,24,-1
6253481538672,m,22,-2
6253481562574,m,22,-2
6253481586790,m,22,-2
6253481610771,m,22,0
6253481635069,m,21,-2
6253481658694,m,20,-2
6253481682582,m,20,-2
6253481706697,m,20,-1
6253481730564,m,20,-2
6253481754605,m,18,-2
6253481778867,m,18,-1
6253481803095,m,19,-2
6253481826653,m,17,0
6253481851610,m,17,-2
6253481874942,m,17,-1
6253481898581,m,16,-1
6253481922759,m,16,-2
6253481946721,m,15,-1
6253481970915,m,15,0
6253481994583,m,14,-1
6253482018646,m,13,-2
6253482044735,m,13,-1
6253482066525,m,13,-1
6253482090714,m,11,-1
6253482115039,m,13,-1
6253482138846,m,10,0
6253482162793,m,12,-1
6253482186671,m,9,-1
6253482211057,m,10,-1
6253482234625,m,9,-1
6253482258626,m,9,0
6253482282720,m,8,-1
6253482307135,m,8,-1
6253482331069,m,7,0
6253482355013,m,7,-1
6253482378919,m,7,0
6253482402464,m,5,0
6253482426609,m,6,-1
6253482450631,m,5,-1
6253482474591,m,4,0
6253482498619,m,4,-1
6253482522734,m,4,0
6253482546693,m,3,0
6253482570578,m,3,-1
6253482594926,m,3,0
6253482618599,m,1,0
6253482642975,m,1,0
6253482666681,m,1,-1
6253482739471,m,1,0
6253482907137,m,-1,-1
6253482954781,m,-1,0
6253482978994,m,-1,0
6253483002482,m,-1,0
6253483026839,m,-2,0
6253483050833,m,-2,0
6253483074618,m,-1,0
6253483098605,m,-2,0
6253483122644,m,-2,0
6253483146892,m,-3,0
6253483170580,m,-2,0
6253483195203,m,-3,0
6253483218495,m,-2,0
6253483242591,m,-3,0
6253483266881,m,-4,0
6253483290887,m,-3,0
6253483314565,m,-4,0
6253483338683,m,-3,0
6253483362944,m,-4,0
6253483386566,m,-3,1
6253483410692,m,-4,0
6253483434734,m,-4,0
6253483459110,m,-3,0
6253483483009,m,-5,1
6253483506644,m,-3,0
6253483530744,m,-5,1
6253483554746,m,-3,0
6253483578605,m,-5,0
6253483602579,m,-3,1
6253483627216,m,-4,0
6253483650615,m,-4,1
6253483699078,m,-4,0
6253483722869,m,-4,0
6253483746644,m,-3,0
6253483770733,m,-4,1
6253483794663,m,-3,0
6253483818826,m,-4,0
6253483842553,m,-3,1
6253483869513,m,-4,0
6253483890585,m,-2,1
6253483914969,m,-3,0
6253483938849,m,-4,1
6253483962584,m,-2,0
6253483986711,m,-3,0
6253484010984,m,-2,1
6253484034842,m,-2,0
6253484058553,m,-3,0
6253484082672,m,-2,1
6253484106654,m,-2,0
6253484130712,m,-2,0
6253484154932,m,-2,0
6253484178584,m,-1,1
6253484202627,m,-1,0
6253484226961,m,-1,0
6253484274542,m,-2,0
6253484298690,m,-2,0
6253484419034,m,-1,0
6253484659028,m,0,0
6253485090962,m,0,0
6253485187862,m,0,0
6253485210633,m,1,0
6253485282884,m,1,0
6253485307068,m,2,0
6253485330634,m,1,-1
6253485355097,m,1,0
6253485378893,m,0,-1
6253485402563,m,1,-1
6253485426619,m,1,0
6253485450640,m,1,-1
6253485474843,m,1,-1
6253485498656,m,2,0
6253485522650,m,1,-1
6253485546523,m,0,0
6253485570712,m,1,-1
6253485594684,m,1,-1
6253485618699,m,2,0
6253485642872,m,1,-1
6253485666553,m,1,-1
6253485690837,m,1,-1
6253485714846,m,0,-1
6253485786842,m,2,-1
6253485810910,m,3,-1
6253485834566,m,1,-1
6253485858531,m,1,-1
6253485882599,m,1,-1
6253485906612,m,1,-1
6253485931085,m,1,-1
6253485954588,m,1,-1
6253485978689,m,2,0
6253486002792,m,1,-2
6253486026616,m,0,-1
6253486051622,m,2,-1
6253486075210,m,1,-1
6253486098505,m,1,-1
6253486123228,m,1,-1
6253486146714,m,2,0
6253486170579,m,0,-2
6253486194568,m,2,-1
6253486266986,m,1,-1
6253486291107,m,4,-3
6253486314911,m,0,-1
6253486338598,m,1,-1
6253486363034,m,2,-1
6253486387365,m,1,-1
6253486411190,m,1,-1
6253486434666,m,2,-1
6253486458805,m,0,-1
6253486483032,m,1,-1
6253486506812,m,1,-1
6253486530601,m,1,-1
6253486554745,m,2,-1
6253486578847,m,1,-1
6253486602888,m,1,-1
6253486627624,m,1,-1
6253486650747,m,1,0
6253486674672,m,1,-2
6253486699090,m,1,-1
6253486722678,m,1,-1
6253486746612,m,1,-1
6253486771652,m,1,-1
6253486794803,m,1,-1
6253486818941,m,1,0
6253486842591,m,1,-1
6253486866837,m,2,-1
6253486890612,m,1,-1
6253486914992,m,1,-1
6253486938573,m,0,-1
6253486962890,m,1,-1
6253486986933,m,1,-1
6253487010641,m,1,0
6253487034599,m,1,-1
6253487058744,m,2,-1
6253487082601,m,1,-1
6253487106583,m,0,-1
6253487130593,m,1,0
6253487154703,m,1,-1
6253487178560,m,1,-1
6253487202826,m,1,-1
6253487226860,m,1,0
6253487250741,m,1,-1
6253487274843,m,1,0
6253487298897,m,0,-1
6253487323046,m,1,-1
6253487346712,m,1,0
6253487370606,m,0,-1
6253487394588,m,1,-1
6253487418648,m,1,0
6253487442615,m,1,-1
6253487491339,m,1,-1
6253487563431,m,1,0
6253487586580,m,0,0
6253487610619,m,1,0
6253487682962,m,0,-1
6253487706645,m,1,0
6253487874898,m,0,-1
6253488114992,m,1,0
6253488618923,m,0,0
6253488714898,m,-1,1
6253488810930,m,0,0
6253488834709,m,-1,2
6253488882807,m,0,1
6253488930686,m,0,1
6253488954687,m,-1,0
6253489026829,m,0,1
6253489051106,m,-1,2
6253489098618,m,0,0
6253489123223,m,-1,0
6253489146772,m,0,1
6253489218752,m,0,1
6253489243871,m,-1,1
6253489266612,m,0,1
6253489435071,m,-1,2
6253489458749,m,0,1
6253489482587,m,-1,0
6253489507037,m,0,1
6253489555290,m,0,1
6253489650858,m,0,1
6253489770868,m,0,1
6253489796082,m,0,1
6253489843761,m,0,1
6253489963072,m,0,1
6253490227081,m,0,0
6253490466985,m,0,1
6253490683036,m,1,0
6253491410503,a,0,0
6253493417537,a,0,0
6253494139486,m,0,1
6253494402984,m,0,1
6253494474931,m,-1,1
6253494546862,m,-1,1
6253494571112,m,0,1
6253494619021,m,0,1
6253494691049,m,-1,0
6253494766340,Au,0,0
6253494786605,m,0,0
6253494810691,m,-1,1
6253494858768,m,0,1
6253494978982,m,0,1
6253495146840,m,0,1
6253495170574,m,0,1
6253495194794,m,0,0
6253495267022,m,1,1
6253495290714,m,2,1
6253495362958,m,1,0
6253495386886,m,4,1
6253495410777,m,2,1
6253495435076,m,2,0
6253495458666,m,2,1
6253495482861,m,2,0
6253495507261,m,3,1
6253495530651,m,3,0
6253495554577,m,3,1
6253495578679,m,4,0
6253495602616,m,4,1
6253495626716,m,4,0
6253495674897,m,6,1
6253495698645,m,4,0
6253495723461,m,5,0
6253495746603,m,5,1
6253495770726,m,7,0
6253495795017,m,6,1
6253495818925,m,6,0
6253495842620,m,7,1
6253495866866,m,7,0
6253495890823,m,7,1
6253495894765,d,0,0
6253495914699,m,8,1
6253495939010,m,8,0
6253495962848,m,7,1
6253495987199,m,9,0
6253496010826,m,9,1
6253496034777,m,9,0
6253496058656,m,9,0
6253496082818,m,10,0
6253496107173,m,10,0
6253496130605,m,9,1
6253496154843,m,10,0
6253496178587,m,10,0
6253496203251,m,10,1
6253496226778,m,10,0
6253496250727,m,11,0
6253496274645,m,10,1
6253496298648,m,12,0
6253496322661,m,10,0
6253496347824,m,12,0
6253496370962,m,10,0
6253496394661,m,12,0
6253496418653,m,11,0
6253496442960,m,11,0
6253496466575,m,11,0
6253496490622,m,12,0
6253496514929,m,11,0
6253496538831,m,12,0
6253496562639,m,11,0
6253496587090,m,12,0
6253496611483,m,12,0
6253496634603,m,11,0
6253496658640,m,12,0
6253496682838,m,11,0
6253496706753,m,12,0
6253496730649,m,12,0
6253496754534,m,11,0
6253496779220,m,11,0
6253496802610,m,13,0
6253496827861,m,11,0
6253496850761,m,11,0
6253496874620,m,11,0
6253496898564,m,11,0
6253496922952,m,11,0
6253496947035,m,11,0
6253496971017,m,11,0
6253496994616,m,10,0
6253497018567,m,11,-1
6253497042858,m,9,0
6253497066615,m,10,0
6253497090657,m,9,0
6253497116134,m,9,-1
6253497138766,m,10,0
6253497162604,m,9,0
6253497186915,m,7,0
6253497211131,m,9,0
6253497234621,m,7,0
6253497258968,m,8,0
6253497282667,m,7,-1
6253497306728,m,7,0
6253497330809,m,6,0
6253497354852,m,6,0
6253497378557,m,6,-1
6253497402661,m,5,0
6253497426597,m,5,0
6253497450658,m,4,0
6253497474959,m,4,0
6253497498598,m,3,0
6253497522757,m,3,0
6253497546978,m,3,-1
6253497570556,m,1,0
6253497594842,m,2,0
6253497618709,m,1,0
6253497715255,L,0,0
6253497835386,m,1,0
6253497955408,m,0,0
6253497978561,m,-1,0
6253498003021,m,-1,0
6253498027012,m,-1,0
6253498050596,m,-1,0
6253498074734,m,-1,0
6253498098569,m,-2,0
6253498122726,m,-2,0
6253498146907,m,-2,0
6253498171028,m,-2,1
6253498194527,m,-3,0
6253498218582,m,-3,1
6253498242598,m,-3,0
6253498266534,m,-3,0
6253498290661,m,-4,0
6253498315206,m,-3,1
6253498338575,m,-4,1
6253498387093,m,-3,1
6253498410600,m,-5,0
6253498434842,m,-3,1
6253498458988,m,-5,1
6253498482696,m,-3,0
6253498506655,m,-4,1
6253498530878,m,-5,1
6253498554583,m,-3,0
6253498578559,m,-5,0
6253498602731,m,-3,1
6253498605734,Du,0,0
6253498626624,m,-5,1
6253498650626,m,-3,1
6253498674631,m,-4,1
6253498699411,m,-4,1
6253498722846,m,-3,1
6253498746623,m,-4,1
6253498770594,m,-3,0
6253498795424,m,-4,0
6253498819185,m,-3,1
6253498842541,m,-3,1
6253498867191,m,-3,1
6253498890852,m,-2,1
6253498915344,m,-3,1
6253498938635,m,-3,1
6253498962606,m,-1,0
6253498986590,m,-2,1
6253499010611,m,-2,0
6253499034720,m,-1,0
6253499058771,m,-1,1
6253499082605,m,-1,1
6253499107221,m,-1,0
6253499130749,m,-1,0
6253499203127,m,-1,1
6253499443441,m,-1,1
6253499562868,m,0,1
6253499586655,m,0,0
6253499730819,m,1,0
6253499754579,m,1,0
6253499851007,m,0,1
6253499875202,m,1,0
6253499970968,m,1,0
6253499995288,m,0,1
6253500114907,m,1,0
6253500714913,m,0,0
6253501219138,m,0,0
6253501242892,m,0,1
6253501266625,m,-1,0
6253501507015,m,-1,1
6253501650973,m,-1,0
6253501916363,m,0,1
6253501938647,m,0,1
6253502083182,m,0,1
6253502107086,m,0,2
6253502155155,m,0,0
6253502251002,m,1,1
6253502274694,m,1,2
6253502299150,m,0,0
6253502322564,m,0,1
6253502346582,m,1,1
6253502394966,m,1,1
6253502467334,m,1,1
6253502490656,m,1,1
6253502514685,m,1,1
6253502563657,m,1,1
6253502635503,m,1,1
6253502658553,m,0,2
6253502682587,m,0,1
6253502706610,m,1,0
6253502730680,m,0,0
6253502827186,m,1,1
6253502851015,m,1,2
6253502874954,m,0,1
6253502898624,m,0,1
6253502922738,m,1,0
6253502946622,m,0,1
6253502970972,m,0,1
6253502995162,m,0,0
6253503042633,m,1,1
6253503066635,m,0,1
6253503139554,m,0,1
6253503162908,m,0,2
6253503186669,m,0,1
6253503211023,m,0,1
6253503258641,m,0,0
6253503282902,m,0,1
6253503330722,m,0,1
6253503354694,m,0,1
6253503378831,m,0,1
6253503403027,m,0,1
6253503426612,m,0,1
6253503450591,m,0,1
6253503474599,m,0,0
6253503498621,m,0,1
6253503522711,m,0,1
6253503546541,m,0,1
6253503570679,m,0,1
6253503594926,m,-1,1
6253503618647,m,0,1
6253503642803,m,0,1
6253503666695,m,-1,1
6253503690668,m,0,1
6253503715274,m,0,1
6253503738604,m,-1,2
6253503762978,m,0,1
6253503786541,m,0,1
6253503810753,m,-1,1
6253503834741,m,0,1
6253503858587,m,0,2
6253503883157,m,0,1
6253503906826,m,0,2
6253503930555,m,-1,0
6253503954756,m,0,2
6253503978764,m,0,1
6253504003060,m,-1,2
6253504026879,m,0,2
6253504051460,m,0,0
6253504074621,m,-1,2
6253504098584,m,0,2
6253504124260,m,-1,2
6253504146728,m,0,1
6253504171073,m,0,1
6253504194600,m,-1,2
6253504218641,m,0,2
6253504242599,m,0,2
6253504266685,m,-1,1
6253504291746,m,0,2
6253504314807,m,-1,2
6253504338758,m,0,2
6253504362582,m,0,1
6253504387569,m,0,2
6253504410854,m,0,2
6253504434589,m,0,2
6253504458617,m,-1,1
6253504482620,m,0,1
6253504506548,m,0,2
6253504531430,m,-1,2
6253504555269,m,0,1
6253504579547,m,0,2
6253504602793,m,0,2
6253504626703,m,-1,2
6253504650632,m,0,1
6253504674797,m,0,2
6253504699983,m,0,2
6253504722574,m,0,2
6253504746635,m,0,1
6253504771204,m,0,2
6253504794620,m,0,2
6253504819058,m,0,2
6253504843033,m,0,1
6253504866652,m,0,2
6253504890939,m,0,2
6253504914678,m,0,2
6253504938581,m,0,1
6253504962565,m,0,2
6253504986692,m,0,2
6253505010593,m,0,1
6253505034814,m,0,2
6253505058820,m,0,1
6253505082614,m,0,2
6253505106602,m,0,2
6253505130761,m,0,1
6253505154758,m,0,1
6253505178619,m,0,2
6253505202572,m,0,1
6253505227239,m,0,2
6253505251134,m,0,1
6253505274645,m,0,1
6253505298581,m,0,1
6253505322722,m,0,2
6253505346744,m,0,1
6253505370976,m,0,2
6253505394674,m,0,1
6253505418712,m,0,1
6253505443007,m,0,1
6253505466537,m,0,1
6253505490770,m,0,2
6253505514944,m,0,1
6253505539047,m,0,1
6253505562758,m,0,0
6253505586959,m,0,1
6253505658628,m,0,2
6253505682620,m,1,3
6253505706591,m,0,1
6253505731879,m,0,0
6253505754669,m,0,1
6253505778751,m,0,1
6253505802950,m,0,1
6253505874593,m,0,2
6253505922763,m,0,2
6253505971037,m,1,0
6253506018729,m,0,2
6253506042873,m,0,1
6253506066705,m,0,1
6253506139489,m,0,1
6253506211197,m,0,2
6253506234907,m,0,1
6253506283005,m,0,1
6253506330919,m,0,1
6253506379070,m,0,1
6253506402871,m,0,1
6253506450958,m,1,0
6253506474611,m,0,1
6253506498743,m,0,1
6253506571027,m,0,0
6253506642856,m,1,2
6253506666990,m,0,1
6253506691027,m,1,1
6253506788902,m,0,1
6253506859126,m,1,2
6253506882579,m,0,1
6253506906627,m,1,0
6253507002918,m,0,1
6253507026791,m,1,2
6253507100098,m,1,1
6253507122644,m,0,1
6253507146917,m,0,1
6253507170760,m,0,0
6253507314920,m,1,2
6253507338599,m,1,2
6253507482975,m,1,2
6253507506653,m,0,1
6253507530559,m,1,0
6253507578845,m,0,1
6253507627063,m,0,1
6253507675656,m,0,1
6253507819391,m,0,2
6253507842787,m,0,2
6253507939417,m,0,1
6253507962594,m,0,1
6253508011103,m,0,1
6253508083548,m,0,1
6253508106599,m,-2,2
6253508130953,m,0,1
6253508154914,m,-1,0
6253508178676,m,0,1
6253508251578,m,-1,1
6253508274595,Lu,0,0
6253508274595,m,-3,3
6253508277605,a,0,0
6253508298839,m,-1,1
6253508347000,m,-1,1
6253508370642,m,-1,0
6253508394679,m,-1,1
6253508418937,m,-2,1
6253508442639,m,-1,1
6253508466645,m,-2,2
6253508490854,m,-1,1
6253508514886,m,-3,1
6253508538665,m,-2,1
6253508563632,m,-2,1
6253508586920,m,-3,2
6253508611058,m,-3,1
6253508635066,m,-3,2
6253508658711,m,-3,0
6253508682676,m,-4,2
6253508706557,m,-4,1
6253508730658,m,-3,2
6253508754589,m,-5,2
6253508779563,m,-4,0
6253508802628,m,-5,2
6253508826658,m,-5,2
6253508851006,m,-6,1
6253508874570,m,-5,2
6253508898646,m,-6,0
6253508923292,m,-6,2
6253508946695,m,-7,2
6253508970649,m,-7,1
6253508995108,m,-7,2
6253509018730,m,-8,0
6253509042627,m,-7,2
6253509066626,m,-9,1
6253509090551,m,-9,2
6253509114705,m,-8,1
6253509138731,m,-9,1
6253509162668,m,-10,1
6253509186820,m,-10,2
6253509211036,m,-11,1
6253509234588,m,-10,2
6253509258796,m,-11,1
6253509283090,m,-12,1
6253509306701,m,-11,2
6253509330713,m,-13,1
6253509355033,m,-12,2
6253509378777,m,-13,1
6253509403399,m,-14,1
6253509426723,m,-13,1
6253509451266,m,-15,2
6253509474846,m,-14,2
6253509498699,m,-15,1
6253509523240,m,-16,1
6253509546789,m,-15,1
6253509570771,m,-16,2
6253509594688,m,-17,2
6253509618852,m,-17,1
6253509643039,m,-18,1
6253509666697,m,-17,1
6253509691118,m,-19,2
6253509714612,m,-18,1
6253509738638,m,-19,1
6253509762974,m,-20,1
6253509786585,m,-20,1
6253509811060,m,-21,1
6253509834610,m,-21,2
6253509858611,m,-21,1
6253509882638,m,-21,1
6253509909044,m,-22,1
6253509932064,m,-23,0
6253509954716,m,-23,1
6253509979073,m,-23,2
6253510002643,m,-23,1
6253510026840,m,-24,1
6253510051482,m,-24,1
6253510074726,m,-24,1
6253510098701,m,-24,0
6253510123350,m,-25,1
6253510146663,m,-25,1
6253510170662,m,-25,2
6253510194751,m,-25,1
6253510218648,m,-26,1
6253510242687,m,-25,1
6253510266829,m,-26,0
6253510290993,m,-26,1
6253510314660,m,-26,1
6253510338781,m,-25,1
6253510362968,m,-26,1
6253510386589,m,-26,1
6253510410638,m,-26,1
6253510434786,m,-25,0
6253510458861,m,-27,1
6253510482544,m,-25,0
6253510507963,m,-26,1
6253510530857,m,-26,1
6253510557154,m,-25,1
6253510578668,m,-26,1
6253510602624,m,-25,1
6253510626613,m,-25,0
6253510650714,m,-26,1
6253510674681,m,-25,0
6253510698608,m,-24,1
6253510723025,m,-25,0
6253510746791,m,-24,0
6253510770633,m,-24,0
6253510795242,m,-24,1
6253510819049,m,-24,0
6253510842998,m,-24,0
6253510866650,m,-23,0
6253510893875,m,-22,1
6253510915053,m,-23,0
6253510938969,m,-23,0
6253510962862,m,-22,0
6253510986602,m,-22,0
6253511010744,m,-21,0
6253511034661,m,-21,0
6253511058826,m,-21,0
6253511082746,m,-21,-1
6253511106779,m,-21,0
6253511130604,m,-20,0
6253511154612,m,-19,-1
6253511178999,m,-19,-1
6253511203144,m,-19,-1
6253511227084,m,-19,-2
6253511250594,m,-17,-1
6253511274905,m,-19,-1
6253511299179,m,-17,-1
6253511322572,m,-17,-1
6253511346625,m,-16,-2
6253511370815,m,-17,-1
6253511394748,m,-16,-2
6253511418630,m,-16,-1
6253511443338,m,-14,-2
6253511467059,m,-15,-2
6253511490578,m,-15,-2
6253511516219,m,-14,-1
6253511538701,m,-14,-2
6253511562547,m,-13,-2
6253511586678,m,-13,-2
6253511610663,m,-13,-2
6253511634841,m,-12,-2
6253511658959,m,-12,-3
6253511682611,m,-12,-1
6253511706623,m,-12,-3
6253511730700,m,-10,-2
6253511754666,m,-12,-2
6253511778944,m,-10,-3
6253511802646,m,-10,-2
6253511827126,m,-9,-2
6253511850530,m,-10,-3
6253511874668,m,-10,-3
6253511898902,m,-8,-2
6253511922946,m,-9,-3
6253511947395,m,-9,-2
6253511970886,m,-8,-4
6253511994780,m,-8,-3
6253512019018,m,-8,-2
6253512042780,m,-7,-3
6253512066694,m,-8,-2
6253512090648,m,-7,-4
6253512115162,m,-7,-3
6253512138653,m,-7,-2
6253512163406,m,-7,-4
6253512187030,m,-6,-2
6253512210628,m,-7,-3
6253512234684,m,-6,-3
6253512258844,m,-6,-4
6253512282680,m,-6,-3
6253512307018,m,-6,-3
6253512330840,m,-6,-3
6253512355089,m,-5,-3
6253512379031,m,-7,-4
6253512402987,m,-5,-2
6253512426642,m,-5,-4
6253512450550,m,-4,-3
6253512475081,m,-6,-4
6253512498730,m,-5,-2
6253512522587,m,-4,-4
