t_ns,kind,dx,dy
161937328222800,m,-57,1
161937335424400,m,-45,1
161937343213100,m,-51,1
161937351206900,m,-53,0
161937359206100,m,-52,0
161937367218000,m,-53,0
161937375204600,m,-52,-1
161937383207100,m,-51,-1
161937391208700,m,-51,-1
161937399222800,m,-49,-1
161937407225700,m,-47,-2
161937415208700,m,-44,-1
161937423218200,m,-39,-2
161937431312100,m,-35,-2
161937440194300,m,-32,-2
161937448241800,m,-21,-2
161937455231500,m,-12,-2
161937467311700,m,-8,-1
161937475280700,m,1,-1
161937479251700,m,3,-2
161937487214400,m,8,-3
161937495212000,m,18,-7
161937503194900,m,28,-8
161937511231900,m,40,-9
161937519232800,m,44,-11
161937527208900,m,59,-14
161937535209800,m,64,-18
161937543227300,m,69,-20
161937552179200,m,84,-28
161937559234600,m,70,-24
161937568228500,m,97,-33
161937575220700,m,80,-26
161937583226400,m,96,-31
161937592206000,m,112,-35
161937599220100,m,89,-27
161937607208500,m,101,-29
161937615272600,m,101,-28
161937624233000,m,111,-28
161937631546400,m,82,-18
161937631663900,w,0,0
161937639196900,m,89,-19
161937647244500,m,82,-15
161937655216700,m,75,-12
161937663227500,m,68,-8
161937671204600,m,62,-5
161937679310800,m,53,-2
161937687271700,m,49,0
161937688491800,d,0,0
161937695255500,m,43,3
161937704209400,m,46,5
161937711204300,m,33,6
161937720263700,m,41,7
161937727206600,m,30,6
161937735270600,m,33,6
161937743260200,m,32,6
161937751202100,m,33,6
161937759290800,m,36,6
161937767212900,m,38,6
161937775209700,m,43,6
161937783215100,m,49,5
161937791237700,m,55,4
161937799170900,m,61,2
161937807210100,m,65,-1
161937813232000,m,42,-1
161937813312900,m,9,0
161937814203000,m,9,-1
161937824260900,m,92,-5
161937828604300,Wu,0,0
161937833217500,m,91,-3
161937840261900,m,76,-4
161937849220300,m,106,-5
161937856253700,m,87,-5
161937859204300,m,26,-1
161937859571100,R,0,0
161937859571100,m,13,0
161937860199300,m,13,-1
161937874318500,m,195,-4
161937883205500,m,131,-1
161937891193700,m,120,-1
161937899213200,m,122,2
161937907216900,m,125,3
161937915209600,m,125,3
161937923190700,m,124,2
161937931204600,m,123,2
161937939245400,m,122,0
161937947285900,m,119,0
161937955170500,m,114,0
161937963194800,m,106,0
161937971306500,m,95,1
161937978385300,m,73,1
161937987202600,m,79,2
161937995191300,m,57,1
161938003242300,m,45,2
161938004238000,m,5,0
161938005185100,m,4,0
161938021264300,m,41,3
161938034325800,m,1,1
161938036177100,m,-2,0
161938044195600,m,-7,1
161938052214800,m,-14,3
161938060200600,m,-27,5
161938068204700,m,-40,6
161938076203200,m,-51,6
161938084190600,m,-63,7
161938092211200,m,-73,8
161938101223600,m,-92,9
161938108294900,m,-78,7
161938116204600,m,-97,10
161938124154800,m,-107,11
161938129558400,Du,0,0
161938133326800,m,-134,16
161938140176100,m,-119,14
161938148225100,m,-156,18
161938156226000,m,-184,21
161938164252300,m,-212,22
161938173209200,m,-276,29
161938181175800,m,-280,28
161938188209200,m,-270,26
161938196203400,m,-341,31
161938204214700,m,-379,32
161938212199500,m,-418,31
161938220210500,m,-445,26
161938228321400,m,-470,21
161938236212200,m,-495,14
161938244251400,m,-517,7
161938252214200,m,-463,1
161938252342700,m,-67,-1
161938253202400,m,-67,-1
161938265193200,m,-801,-14
161938273244800,m,-530,-17
161938281288100,m,-517,-20
161938289324900,m,-490,-21
161938297263600,m,-467,-23
161938305229800,m,-439,-20
161938313246800,m,-412,-21
161938321237800,m,-382,-19
161938329370700,m,-354,-18
161938337200700,m,-322,-16
161938345227700,m,-286,-15
161938353389400,m,-246,-13
161938361196800,m,-200,-9
161938369250700,m,-150,-3
161938377253300,m,-96,2
161938385247400,m,-40,2
161938389267200,m,-2,2
161938389381900,m,1,1
161938390178600,m,2,1
161938446854600,m,22,5
161938449672200,w,0,0
161938712320700,m,0,2
161938722225300,m,2,5
161938732272100,m,2,5
161938738237400,m,3,4
161938746267300,m,3,3
161938754232300,m,2,3
161938775349200,m,-1,0
161938792231900,m,-7,-5
161938800230600,m,-9,-5
161938807236400,m,-7,-4
161938815229900,m,-8,-4
161938834634000,W2,0,0
161938844544600,a,0,0
161938871663500,m,-3,-2
161938904353600,m,-1,0
161938915263200,m,-6,1
161938923287500,m,-9,1
161938931231300,m,-9,0
161938939236400,m,-10,1
161938947252800,m,-13,0
161938955218700,m,-15,0
161938963237900,m,-18,0
161938971217100,m,-20,1
161938979220100,m,-26,1
161938987238300,m,-34,2
161938995267500,m,-44,2
161939003422000,m,-58,4
161939003513600,Au,0,0
161939011250600,m,-76,6
161939019228900,m,-97,6
161939027240900,m,-119,6
161939035273700,m,-139,6
161939043267100,m,-152,4
161939051309900,m,-157,4
161939059240900,m,-152,3
161939067265700,m,-136,5
161939075233200,m,-111,7
161939083204100,m,-84,7
161939091231600,m,-57,9
161939099219700,m,-37,7
161939107232100,m,-20,5
161939121300700,m,-10,2
161939134298300,m,2,0
161939267558500,d,0,0
161939339301400,m,-1,-1
161939353322400,m,-6,-4
161939360261700,m,-3,-2
161939369233300,m,-4,-3
161939377263600,m,-4,-3
161939385200900,m,-5,-5
161939394243400,m,-4,-5
161939403277900,m,-4,-6
161939407521100,Du,0,0
161939409188100,m,-2,-6
161939417250500,m,-1,-4
161939425221900,m,1,-4
161939439282400,m,4,-3
161939441220000,m,3,-1
161939450361000,m,6,-2
161939458242200,m,1,-1
161939467347400,m,1,-1
161939492282400,m,0,-1
161939502312400,m,-1,0
161939526370000,m,-3,-1
161939529280800,m,0,-1
161939545280900,m,-2,-1
161939555295000,m,-1,0
161939624168300,m,-1,-1
161939698595400,d,0,0
161939779292700,m,1,0
161939793290500,m,7,-2
161939801236900,m,4,-1
161939802498600,Du,0,0
161939808287300,m,5,-1
161939816220200,m,8,-1
161939824232700,m,5,-1
161939832209900,m,8,-1
161939840222800,m,6,0
161939848319200,m,10,-2
161939856226700,m,7,0
161939863296200,m,6,-1
161939872204200,m,12,-1
161939880288500,m,7,0
161939888225100,m,5,-1
161939897255000,m,5,0
161939907293100,m,5,0
161939913231400,m,2,-1
161939920286600,m,1,0
161939934298600,m,1,0
161940110374000,m,1,0
161940119279800,m,1,0
161940130219400,m,6,0
161940136210900,m,7,0
161940144198400,m,11,1
161940152206900,m,12,1
161940159272500,m,11,0
161940168203800,m,18,0
161940175224200,m,15,0
161940183279500,m,16,0
161940192198700,m,18,0
161940200237200,m,16,0
161940208210900,m,13,0
161940216269400,m,8,1
161940224248900,m,6,0
161940243550400,a,0,0
161940244177700,m,4,0
161940248317900,m,1,0
161940263251000,m,3,1
161940272297100,m,1,0
161940289338000,m,3,1
161940299402100,m,1,0
161940324285300,m,2,0
161940341410500,m,1,0
161940357235000,m,7,0
161940364204700,m,4,0
161940374330200,m,9,0
161940380231100,m,8,-1
161940388189900,m,10,0
161940396214100,m,9,-1
161940404302700,m,10,0
161940412188800,m,10,-1
161940420181500,m,11,0
161940428224700,m,10,-1
161940432536000,Au,0,0
161940436156600,m,8,0
161940444215400,m,10,-1
161940452205600,m,7,0
161940461350600,m,6,-1
161940471319500,m,6,0
161940481260800,m,5,0
161940486235900,m,2,0
161940491367900,m,1,0
161940508398800,m,1,0
161940540321800,m,1,0
161940566285500,m,1,0
161940578316600,m,1,0
161940585318100,m,1,-1
161940604282800,m,4,-1
161940609263900,m,2,0
161940615274600,m,2,0
161940623198000,m,4,-1
161940631232100,m,5,0
161940639213900,m,8,0
161940647215100,m,11,0
161940648456000,d,0,0
161940655205400,m,12,0
161940663192600,m,13,0
161940671198700,m,15,0
161940679219700,m,13,1
161940687247700,m,16,2
161940695205000,m,13,2
161940703196700,m,12,2
161940711229400,m,9,3
161940719202500,m,7,1
161940731280100,m,2,0
161940770575800,Du,0,0
161940940737200,a,0,0
161940975298800,m,1,0
161940990337100,m,9,-1
161940999293200,m,4,-2
161941006341700,m,3,0
161941013234100,m,8,0
161941021238000,m,13,1
161941029236500,m,16,2
161941037258100,m,18,2
161941045236000,m,18,1
161941053224900,m,18,0
161941061211800,m,19,0
161941070254100,m,20,-1
161941077204600,m,18,0
161941085223500,m,23,0
161941093226300,m,24,0
161941101237900,m,26,0
161941109234400,m,27,1
161941117201100,m,28,0
161941125235800,m,29,1
161941133237800,m,30,2
161941141233000,m,30,1
161941149247300,m,28,2
161941157272200,m,28,2
161941165276800,m,29,2
161941173260300,m,28,3
161941181231000,m,30,3
161941189242400,m,30,3
161941197250900,m,32,3
161941205226700,m,31,2
161941213211800,m,32,3
161941221356500,m,32,3
161941228303600,m,28,2
161941237234600,m,35,2
161941245438000,m,33,2
161941253190200,m,33,2
161941259635800,Au,0,0
161941261199300,m,33,2
161941269307000,m,33,1
161941277257000,m,33,1
161941285229800,m,32,0
161941293261200,m,32,-1
161941300293400,m,26,-2
161941309215500,m,33,-3
161941316301100,m,27,-4
161941324596700,j,0,0
161941325173200,m,34,-5
161941333237600,m,31,-5
161941341218300,m,33,-7
161941343510100,a,0,0
161941349211200,m,33,-6
161941357284700,m,34,-7
161941365210700,m,36,-7
161941373233200,m,37,-6
161941381225700,m,37,-6
161941389256100,m,38,-6
161941397265100,m,36,-4
161941405223500,m,34,-4
161941413229600,m,32,-4
161941421221800,m,31,-2
161941429298900,m,30,-2
161941437228900,m,26,-1
161941445227800,m,24,-1
161941453272600,m,21,0
161941456543700,C2,0,0
161941461218100,m,16,0
161941469251800,m,12,1
161941477232500,m,8,2
161941485258000,m,5,3
161941495295300,m,4,2
161941502275400,m,2,1
161941508375000,m,2,1
161941513519200,d,0,0
161941517243000,m,4,2
161941526232600,m,4,2
161941536320300,m,2,2
161941541236800,m,3,1
161941550659300,Ju,0,0
161941550850600,Au,0,0
161941552289500,m,4,2
161941557228500,m,2,0
161941566349000,m,2,0
161941569579900,Wu,0,0
161941596450000,m,0,-1
161941604298300,m,-1,0
161941632285100,m,-1,-2
161941632422300,m,1,-1
161941639283100,m,1,0
161941646306000,m,1,-1
161941652392200,m,1,0
161941667270300,m,4,-2
161941677289300,m,1,0
161941699298500,m,0,-2
161941714258800,m,-1,-1
161941727256200,m,-8,-1
161941734263800,m,-7,-1
161941742262000,m,-12,-2
161941750225800,m,-10,-1
161941757530700,s,0,0
161941758168100,m,-12,-2
161941766231100,m,-12,-1
161941774221400,m,-12,-2
161941782329700,m,-11,-1
161941790214900,m,-12,-2
161941794490700,a,0,0
161941798206100,m,-11,-2
161941806223000,m,-11,-1
161941813540600,Au,0,0
161941814168500,m,-12,-2
161941822221200,m,-8,-1
161941830244600,m,-5,-1
161941843276500,m,-1,0
161941877361900,m,-1,0
161941896283100,m,-1,0
161941907313600,m,1,0
161941908821300,Su,0,0
161941924278000,m,1,0
161941937276300,m,2,1
161941948305000,m,1,0
161941964331400,m,1,0
161941978351700,m,1,0
161941983539300,s,0,0
161942067644000,Su,0,0
161942213330500,m,0,-1
161942218483600,s,0,0
161942229310600,m,0,-5
161942235233000,m,0,-2
161942236522900,Du,0,0
161942241182500,m,0,-2
161942246635600,C2u,0,0
161942246799700,W2u,0,0
161942249194700,m,-1,-4
161942261313700,m,-1,-3
161942268392800,m,-1,-3
161942280270400,m,-1,-2
161942281141800,m,0,-1
161942296279400,m,-1,-3
161942312304300,m,0,-3
161942319267200,m,-1,-1
161942321559700,Su,0,0
161942327341500,m,0,-1
161942347334300,m,0,-2
161942363419700,m,1,-1
161942379407300,m,0,-1
161942409280400,m,0,1
161942425270100,m,4,6
161942433215700,m,2,4
161942438244000,m,1,2
161942438530700,R,0,0
161942438530700,m,0,1
161942439158400,m,1,0
161942454214600,m,5,8
161942462289500,m,3,2
161942470226000,m,3,2
161942478235300,m,2,0
161942489445000,m,1,1
161942499234300,m,1,0
161942515311100,m,1,0
161942537296200,m,0,-1
161942599372100,m,1,0
161942614201800,m,10,9
161942622186100,m,11,7
161942630196100,m,14,9
161942638262700,m,14,6
161942646196900,m,16,5
161942654189000,m,16,4
161942662184000,m,16,2
161942670190800,m,14,0
161942678185600,m,13,0
161942686189600,m,14,-3
161942693287500,m,13,-4
161942702199800,m,15,-7
161942710182400,m,11,-7
161942718205400,m,11,-8
161942726216700,m,10,-9
161942734208200,m,9,-9
161942743244600,m,9,-10
161942749264200,m,9,-9
161942758305900,m,10,-10
161942766215700,m,12,-9
161942774220100,m,16,-7
161942782158800,m,21,-5
161942790196600,m,23,-4
161942798242700,m,24,-3
161942805290700,m,19,-1
161942814186200,m,22,-1
161942822209600,m,15,0
161942830318800,m,14,2
161942838250300,m,15,4
161942846290000,m,17,5
161942853253100,m,17,5
161942862193600,m,24,7
161942870174300,m,22,5
161942878255500,m,21,4
161942885360200,m,17,2
161942894195300,m,20,1
161942902207400,m,16,0
161942909323400,m,10,0
161942918224800,m,6,-3
161942926231300,m,-1,-4
161942934198900,m,-8,-6
161942942214600,m,-12,-7
161942949363000,m,-4,-2
161942959282900,m,-4,-4
161942965244000,m,-3,-4
161942976242100,m,-6,-8
161942983263400,m,0,-4
161942986253300,m,0,-1
161942986473400,R,0,0
161942988190300,m,0,-1
161942999279600,m,4,-3
161943007327300,m,2,0
161943015295200,m,1,-1
161943029308100,m,0,-1
161943095391500,m,-1,0
161943110319800,m,-1,-1
161943116254100,m,-1,0
161943204288800,m,0,-1
161943218292500,m,1,-4
161943229305400,m,0,-1
161943235324000,m,0,-1
161943249369200,m,0,-2
161943258270500,m,-4,0
161943265283100,m,-5,0
161943273411200,m,-3,1
161943281246700,m,-6,3
161943288420200,m,-4,2
161943298279600,m,0,1
161943538359300,m,1,-1
161943549216700,m,0,-9
161943557252700,m,-1,-6
161943566311100,m,3,-5
161943574324600,m,3,-2
161943581199400,m,5,-3
161943600279700,m,5,-3
161943696393800,m,0,-1
161943715271000,m,0,-1
161943739285600,m,0,-2
161943752282700,m,0,-1
161943759267700,m,0,-1
161943772303200,m,-1,-3
161943788586900,W2,0,0
161943791231500,m,0,-1
161943813311500,m,-2,0
161943814160400,m,0,-1
161943844515600,a,0,0
161943915352900,m,-1,0
161943923279600,m,0,1
161943929661200,Au,0,0
161943930170500,m,-1,0
161943942222700,m,-2,1
161943953294900,m,-2,1
161943960238100,m,-2,2
161943967274600,m,-1,0
161943976282000,m,-1,1
161943994280800,m,-2,2
161943997232000,m,4,0
161944004331500,m,3,-3
161944017342300,m,0,4
161944221446900,m,-1,0
161944243321500,m,-4,0
161944265322000,m,0,2
161944266220000,m,-1,0
161944278275600,m,-6,0
161944288251900,m,-8,0
161944295229700,m,-5,0
161944307324600,m,-2,-2
161944342329300,m,1,0
161944352290600,m,1,0
161944388307500,m,0,1
161944412299300,m,1,0
161944421411300,m,1,0
161944436306200,m,1,0
161944446254000,m,2,0
161944457254700,m,4,0
161944466318600,m,4,0
161944469215200,m,3,0
161944481304900,m,6,0
161944485229500,m,3,0
161944493230200,m,3,-1
161944503292200,m,2,-1
161944519290800,m,3,-1
161944520168200,m,0,-1
161944536293300,m,1,0
161944680315700,m,-1,0
161944687275700,m,-1,0
161944694275200,m,-1,0
161944725270800,m,-4,0
161944756336000,m,-1,0
161944779283100,m,-1,0
161944826285500,m,-1,1
161944826374700,m,1,0
161944831587800,W2u,0,0
161944832172200,m,1,1
161944847276900,m,3,1
161944868318600,m,2,1
161944869141100,m,1,0
161944877317000,m,1,0
161944906322600,m,3,2
161944917284400,m,1,1
161944939297200,m,1,0
161945019377600,m,0,1
161945033285300,m,0,1
161945062281700,m,-2,0
161945253308200,m,0,1
161945274367200,m,-1,0
161945360240300,m,-1,0
161945386297400,m,-1,0
161945450307100,m,1,0
161945536556200,W2,0,0
161945592752000,a,0,0
161945635279500,m,1,0
161945649594000,Au,0,0
161945705532000,d,0,0
161945769330000,m,-1,0
161945775396300,m,-1,0
161945794304900,m,-3,0
161945799269300,m,-1,0
161945823260200,m,-3,0
161945865537400,Du,0,0
161946006605800,d,0,0
161946066344700,m,0,1
161946119622100,Du,0,0
161946241610600,a,0,0
161946274271600,m,1,0
161946320269400,m,1,0
161946353543900,Au,0,0
161946362298700,m,1,0
161946386325500,m,0,1
161946419303700,m,1,0
161946442475400,m,1,0
161946504588100,d,0,0
161946534297200,m,-1,0
161946550281400,m,-1,0
161946564293500,m,-3,1
161946570339400,m,-1,0
161946585277600,m,-1,0
161946593278800,m,-1,0
161946623276900,m,-2,1
161946637512700,Du,0,0
161946639317700,m,-1,0
161946777580500,d,0,0
161946890571100,Du,0,0
161947040672300,d,0,0
161947143583200,Du,0,0
161947504323100,m,0,1
161947537289200,m,0,1
161947556279900,m,1,1
161947566609800,a,0,0
161947571288000,m,0,1
161947597281700,m,1,1
161947617304000,m,1,1
161947633363800,m,1,0
161947659279100,m,1,0
161947689701700,Au,0,0
161947825276500,m,0,1
161947839559200,m,-2,0
161947839692100,d,0,0
161947847254600,m,-2,0
161947857298800,m,-1,0
161947868239700,m,-2,0
161947878343600,m,-2,0
161947890240800,m,-2,0
161947891199000,m,-1,0
161947905299100,m,-1,0
161947926338800,m,-2,1
161947962544800,Du,0,0
161947968309300,m,-1,0
161948103559200,d,0,0
161948215585500,Du,0,0
161948469539400,W2u,0,0
161948864580100,W2,0,0
161948920552000,a,0,0
161948924325000,m,1,1
161948941305900,m,1,0
161948952302600,m,1,1
161948968329100,m,1,0
161948983296000,m,2,2
161948992278400,m,2,1
161949010271600,m,1,0
161949024556300,Au,0,0
161949050279100,m,1,0
161949165607100,d,0,0
161949170290600,m,-1,0
161949182288700,m,-1,0
161949203329800,m,-4,0
161949210294700,m,-1,-1
161949242318600,m,-2,0
161949272284400,m,-1,-1
161949295292800,m,-1,0
161949313323300,m,-1,0
161949315539000,Du,0,0
161949475589800,d,0,0
161949579552600,Du,0,0
161949591338100,m,1,-1
161949618290300,m,2,0
161949648344600,m,1,0
161949688288500,m,1,0
161949699284500,m,1,0
161949700556700,a,0,0
161949717277800,m,2,-1
161949723219500,m,2,0
161949735323100,m,2,0
161949747304200,m,1,0
161949765311700,m,2,0
161949776289700,m,1,0
161949784281900,m,1,0
161949797261600,m,2,0
161949804285300,m,1,0
161949813526400,m,1,0
161949813666500,Au,0,0
161949825402300,m,1,0
161949894289500,m,-1,0
161949903397800,m,-1,0
161949914323900,m,-1,0
161949928298700,m,-2,0
161949935305100,m,-2,0
161949948314000,m,-1,0
161949961256800,m,-2,1
161949977296600,m,0,1
161950006371100,m,-1,0
161950042361800,m,-1,0
161950056333300,m,-1,-1
161950118756300,m,-1,0
161950190512500,d,0,0
161950257273600,m,-1,0
161950274302100,m,-1,0
161950290294000,m,-1,0
161950297287400,m,-1,0
161950302518400,Du,0,0
161950304197700,m,-1,0
161950313270100,m,-1,0
161950324306600,m,-1,0
161950335270000,m,-1,0
161950358307500,m,-2,0
161950359186400,m,-1,1
161950443684000,d,0,0
161950555612700,Du,0,0
161951040493700,m,-1,0
161951057272500,m,0,-1
161951069314700,m,-1,0
161951233294300,m,-1,0
161951275292400,m,0,-1
161951480318800,m,-1,0
161951578261600,m,-1,0
161951866305700,m,0,-1
161951892272800,m,1,-3
161951929293500,m,0,-1
161952387339200,m,0,1
161952406284300,m,0,1
161953356301600,m,0,1
161953390264500,m,0,1
161953802304400,m,1,0
161954170293600,m,1,0
161956594345700,m,-1,0
161956791369900,m,-1,0
161957165436400,m,-1,0
161957175324000,m,-1,1
161957192308500,m,-1,0
161957246268600,m,-1,0
161957253265100,m,-1,0
161957270323700,m,-1,0
161957282229000,m,-2,0
161957302263500,m,-1,0
161957336282200,m,-1,0
161957611277900,m,1,0
161957638289100,m,1,0
161957647306000,m,1,0
161957665383100,m,1,0
161957686473300,m,1,0
161957707253900,m,1,0
161957735313000,m,1,0
161957752235100,m,1,0
161957767316500,m,1,0
161957782263900,m,1,0
161957974281400,m,-1,0
161957985282300,m,0,-1
161958016474800,m,-1,0
161959337275700,m,-1,1
161959353218700,m,-3,6
161959362229300,m,-2,4
161959363573100,d,0,0
161959367205100,m,-1,3
161959376276000,m,-2,5
161959383210100,m,-2,6
161959391458800,m,-2,6
161959391542600,j,0,0
161959399179500,m,-3,6
161959407190200,m,-2,6
161959416213100,m,-2,6
161959423293700,m,-2,7
161959431181600,m,-3,7
161959441214300,m,-2,8
161959447190900,m,-2,7
161959456197600,m,-4,9
161959463199300,m,-4,9
161959471191400,m,-4,10
161959479272300,m,-6,12
161959487194300,m,-7,13
161959495202200,m,-9,14
161959503193100,m,-12,15
161959511196900,m,-15,16
161959519206000,m,-17,17
161959527205700,m,-18,17
161959535217300,m,-20,17
161959543198300,m,-19,17
161959551213200,m,-21,17
161959558224000,m,-19,14
161959567187200,m,-25,19
161959575165600,m,-22,16
161959583159400,m,-22,16
161959591218300,m,-21,16
161959599160300,m,-21,16
161959607185800,m,-21,16
161959615187000,m,-24,15
161959617448300,Ju,0,0
161959623222500,m,-25,13
161959631221200,m,-26,13
161959639202700,m,-25,10
161959647199000,m,-25,9
161959655198500,m,-23,8
161959663235200,m,-21,7
161959665714600,s,0,0
161959671161200,m,-18,5
161959679236000,m,-17,5
161959686276000,m,-15,4
161959695192100,m,-19,6
161959703179100,m,-17,5
161959711184000,m,-18,6
161959719209500,m,-16,8
161959727531400,m,-14,8
161959735187800,m,-14,9
161959743184900,m,-12,9
161959751241200,m,-11,10
161959759197100,m,-10,9
161959767212800,m,-9,9
161959775188300,m,-7,7
161959783184500,m,-6,5
161959794212300,m,-4,3
161959825277500,m,0,1
161959825364500,m,0,-1
161959826145700,m,0,-1
161959835219100,m,1,-5
161959843199400,m,-1,-9
161959851206500,m,-5,-12
161959859233500,m,-5,-10
161959866311500,m,-3,-7
161959875218300,m,-5,-14
161959880691500,Su,0,0
161959883146700,m,-3,-10
161959890177600,m,-1,-10
161959898186900,m,0,-11
161959907174600,m,-1,-9
161959916258100,m,-1,-6
161959922193600,m,-2,-3
161959933256200,m,-1,-2
161959952272100,m,-1,-1
161959953167100,m,-1,0
161959964252400,m,-4,3
161959973231500,m,-4,5
161959980239200,m,-3,4
161959990235400,m,-6,7
161959996241600,m,-5,5
161960004251200,m,-3,4
161960012214200,m,-4,5
161960021255700,m,-3,5
161960028274300,m,-1,2
161960039228800,m,-1,5
161960050289500,m,-1,2
161960061374100,m,-1,2
161960062174900,m,0,1
161960080269000,m,-2,2
161960086216400,m,-1,1
161960093229200,m,0,1
161960110305700,m,-2,1
161960143535900,Du,0,0
161960211265200,m,-1,0
161960230259700,m,-2,3
161960236264600,m,-2,1
161960238457300,a,0,0
161960245224700,m,-2,2
161960251302800,m,-1,1
161960261264000,m,-1,2
161960267290700,m,-1,1
161960277267300,m,-1,2
161960287295500,m,0,2
161960379530900,w,0,0
161960408453500,m,1,0
161960414253900,m,1,0
161960427239600,m,3,1
161960435279100,m,3,0
161960444260200,m,4,0
161960450221300,m,3,0
161960458304200,m,6,0
161960466177600,m,7,-1
161960474204300,m,7,-1
161960482185400,m,7,-2
161960490190300,m,7,-1
161960498181600,m,6,-1
161960511288000,m,6,-1
161960517280000,m,2,-1
161960522184600,m,1,0
161960529298700,m,1,0
161960544366000,m,1,0
161960565261100,m,1,0
161960612262200,m,1,0
161960653354800,m,1,0
161960670277800,m,1,0
161960683261200,m,2,-1
161960689477800,Wu,0,0
161960692161200,m,3,-1
161960702258400,m,3,-2
161960707187800,m,3,-1
161960716207400,m,6,-2
161960723171400,m,7,-2
161960731203500,m,9,-3
161960740196100,m,10,-3
161960747193300,m,12,-3
161960755181300,m,16,-5
161960763217300,m,20,-8
161960771198500,m,25,-9
161960779212500,m,28,-12
161960787202900,m,33,-16
161960795190300,m,36,-20
161960802488500,d,0,0
161960803150400,m,41,-24
161960811240200,m,44,-28
161960819179800,m,44,-32
161960827179600,m,45,-35
161960831516700,Au,0,0
161960835210500,m,45,-38
161960843190100,m,44,-38
161960851186700,m,44,-38
161960859176500,m,43,-38
161960866209300,m,37,-31
161960875189400,m,46,-38
161960882269700,m,34,-27
161960891181800,m,39,-31
161960899180400,m,32,-25
161960907189500,m,27,-21
161960915421900,m,23,-18
161960923179500,m,18,-13
161960931303100,m,13,-10
161960939196000,m,8,-6
161960963525900,s,0,0
161960985290000,m,3,-2
161960985377400,m,-1,1
161960986165300,m,-1,1
161961002329600,m,-14,10
161961010210500,m,-9,5
161961018174700,m,-7,4
161961025219200,m,-8,4
161961033183000,m,-8,4
161961043207500,m,-8,4
161961052230700,m,-5,3
161961061319600,m,-3,2
161961065208600,m,-1,0
161961085347100,m,-3,1
161961103626600,Su,0,0
161961113292100,m,-1,1
161961122294000,m,-1,1
161961138201100,m,-7,3
161961149382900,m,-5,3
161961154191500,m,-2,1
161961163244400,m,-4,3
161961171216800,m,-3,2
161961181255900,m,-3,3
161961187228300,m,-2,2
161961198278800,m,-1,2
161961205218100,m,0,1
161961215500000,Du,0,0
161961216172400,m,0,1
161961231325700,m,-1,4
161961242254500,m,-1,2
161961247198600,m,-1,2
161961257292100,m,0,2
161961263217500,m,-1,2
161961271269700,m,-1,3
161961279282100,m,-2,3
161961286259500,m,-2,3
161961295271500,m,-2,3
161961302241200,m,-1,1
161961318308400,m,-1,3
161961327290600,m,-1,1
161961357524700,a,0,0
161961404537900,Au,0,0
161961450286400,m,0,-1
161961463282500,m,0,-1
161961473250500,m,0,-1
161961489296100,m,2,-5
161961496237200,m,1,-2
161961503289700,m,1,-2
161961514245200,m,1,-2
161961526233300,m,1,-2
161961536258800,m,0,-1
161961543276100,m,1,0
161961601504300,s,0,0
161961601785100,d,0,0
161961602794900,m,0,-1
161961726304700,m,0,1
161961736276500,m,-1,0
161961746271900,m,-1,0
161961761503400,Du,0,0
161961769346400,m,-2,1
161961770145000,m,-1,1
161961782253300,m,-1,0
161961795282800,m,-1,0
161961821263400,m,-1,1
161961845508200,Su,0,0
161961853293500,m,-1,0
161961879268300,m,-1,0
161961892270500,m,-1,0
161961906285600,m,-1,0
161961936315800,m,-1,0
161961958543500,s,0,0
161961963255800,m,-1,0
161961996526600,a,0,0
161962042570000,Au,0,0
161962042838500,d,0,0
161962062538100,Su,0,0
161962080224700,m,-1,0
161962103280100,m,-1,0
161962117503200,Du,0,0
161962129252900,m,-1,1
161962149336400,m,-1,0
161962728553500,s,0,0
161962861473800,Su,0,0
161963158315200,m,-1,0
161963259277600,m,-1,0
161963617279100,m,0,-1
161963637264400,m,0,-1
161963654310500,m,-1,0
161963859261900,m,0,-1
161963919353200,m,0,-1
161963985352200,m,0,-1
161964017554500,s,0,0
161964091305300,m,1,0
161964092407900,Su,0,0
161964108262900,m,1,0
161964118244700,m,2,0
161964128250400,m,3,0
161964141276900,m,1,0
161964152215200,m,1,0
161964164262600,m,1,0
161964220258000,m,1,0
161964245275000,m,1,0
161964252301400,m,0,-1
161964337341100,m,0,-1
161964351311300,m,-1,-2
161964360338200,m,-1,0
161964370287500,m,0,-1
161964386294300,m,-1,0
161964530270800,m,-1,0
161964675579100,W2u,0,0
161964693574900,s,0,0
161964711273700,m,-1,0
161964731362300,m,-1,2
161964738281100,m,-1,0
161964740516200,a,0,0
161964747255600,m,0,1
161964773258200,m,-2,0
161964774174000,m,0,1
161964781248300,m,-1,0
161964788295200,m,-1,1
161964795280100,m,-1,1
161964811217400,m,-6,5
161964819190700,m,-7,6
161964827188600,m,-10,7
161964835179400,m,-16,10
161964843189200,m,-23,12
161964851233100,m,-33,13
161964859181800,m,-44,13
161964866251600,m,-50,14
161964875200500,m,-80,20
161964883216700,m,-78,20
161964891208800,m,-78,24
161964899244600,m,-74,28
161964907263500,m,-67,30
161964915205200,m,-60,32
161964918618200,Su,0,0
161964922262100,m,-47,28
161964931182400,m,-54,35
161964939201200,m,-41,28
161964947196700,m,-31,24
161964955225200,m,-21,20
161964963185200,m,-10,15
161964971248600,m,-1,10
161964979184700,m,5,6
161964987186700,m,7,2
161964995276600,m,11,1
161965003186700,m,13,-2
161965011194600,m,15,-5
