t_ns,kind,dx,dy
150249797295700,m,3,0
150249805268500,m,4,1
150249813302000,m,4,0
150249824302000,m,6,1
150249830377400,m,3,1
150249839341600,m,6,1
150249845326300,m,5,1
150249853250100,m,7,1
150249862314000,m,6,1
150249870323100,m,7,1
150249877385600,m,6,1
150249885309100,m,9,1
150249893691700,m,7,0
150249901264000,m,7,1
150249909293500,m,5,1
150249918373300,m,7,0
150249926386500,m,6,1
150249934333900,m,4,1
150249942280300,m,5,1
150249949268600,m,4,0
150249959303700,m,5,1
150249965302100,m,4,2
150249974282000,m,6,1
150249983337800,m,5,1
150249991387700,m,7,1
150249997280300,m,6,1
150250007323900,m,8,1
150250013285800,m,7,1
150250021269800,m,8,1
150250031313300,m,9,0
150250038300700,m,7,1
150250045568500,m,8,1
150250045698900,w,0,0
150250054326300,m,8,0
150250061258900,m,6,1
150250069347800,m,8,1
150250077323700,m,7,1
150250085265200,m,8,1
150250093279200,m,6,0
150250101576000,m,9,2
150250109264100,m,7,1
150250117258200,m,8,1
150250125309400,m,8,1
150250133361400,m,8,2
150250141259400,m,9,1
150250149267400,m,10,1
150250157972100,m,11,1
150250166001300,m,9,1
150250173297300,m,13,2
150250183308000,m,12,1
150250189260500,m,11,1
150250197298100,m,12,1
150250205259300,m,11,1
150250213358000,m,12,1
150250221256700,m,12,0
150250229250000,m,12,1
150250237275400,m,13,1
150250245292700,m,14,1
150250253277300,m,14,0
150250261375700,m,18,1
150250269276000,m,19,1
150250277278700,m,22,1
150250285493000,m,26,1
150250293288900,m,28,2
150250301299700,m,30,1
150250309325400,m,29,2
150250317497200,m,25,0
150250325274700,m,22,1
150250333318700,m,16,0
150250341488800,m,10,-3
150250353318700,m,3,0
150250572312300,m,0,-1
150250583284500,m,1,-4
150250593305800,m,1,-3
150250602307700,m,0,-2
150250619460100,m,-2,-1
150250645391900,m,0,-1
150250694299200,m,0,-1
150250704465300,m,0,-1
150250711316900,m,0,-1
150250731331900,m,1,-5
150250734256500,m,1,-2
150250741335600,m,2,-2
150250752277200,m,3,-3
150250758291300,m,3,-3
150250767295100,m,3,-3
150250773270400,m,3,-3
150250782424100,m,2,-4
150250791360300,m,3,-3
150250800499500,m,1,-2
150250805568700,Wu,0,0
150250806254400,m,1,-2
150250816335300,m,2,-2
150250827327500,m,1,-1
150250840314500,m,2,-1
150250843829400,Au,0,0
150250844238600,m,1,-1
150250851537200,m,1,0
150250853432000,d,0,0
150250863304100,m,5,0
150250876578600,m,5,1
150250879240600,m,3,0
150250886338300,m,2,1
150250897303700,m,5,1
150250903279100,m,3,0
150250913329600,m,2,1
150250920358100,m,1,1
150250934326300,m,1,0
150250942314200,m,1,1
150250953344700,m,1,1
150250953670600,L,0,0
150250954680400,m,1,1
150250956397000,Du,0,0
150250973367800,m,1,5
150250976253100,m,0,1
150250984470800,a,0,0
150250991368000,m,1,3
150251000388900,m,1,0
150251013315600,m,2,1
150251021317000,m,2,1
150251027248500,m,3,0
150251037338100,m,2,1
150251043274500,m,2,0
150251051305900,m,2,0
150251052297500,Lu,0,0
150251128406100,m,0,1
150251138472700,m,1,0
150251145307300,m,1,0
150251160337200,m,3,0
150251167509800,m,2,0
150251173250800,m,4,0
150251183289200,m,6,0
150251189272900,m,7,0
150251197261700,m,8,-1
150251205294000,m,10,-1
150251213248100,m,12,-1
150251221276200,m,14,-1
150251229321100,m,16,-1
150251237295800,m,16,-1
150251245263700,m,17,-1
150251253482700,m,17,-1
150251261358400,m,17,-1
150251269244400,m,16,-1
150251276959100,m,12,-1
150251285249400,m,14,-1
150251292357100,m,8,-1
150251301450500,m,8,-1
150251304485700,d,0,0
150251309249300,m,3,-1
150251360810800,w,0,0
150251365856100,m,1,0
150251391555200,m,1,0
150251409474100,m,1,-1
150251417395900,m,0,-1
150251426609000,Du,0,0
150251433331200,m,2,-1
150251435474100,Au,0,0
150251439811900,m,1,-1
150251446349900,m,1,0
150251461398000,m,5,-4
150251467000800,m,2,-1
150251475972500,m,2,-2
150251482871900,d,0,0
150251485264100,m,1,-2
150251490365600,m,1,-2
150251492625400,Wu,0,0
150251498299300,m,1,-1
150251501462300,Du,0,0
150251513367500,m,0,-3
150251520384400,m,0,-1
150251530327100,m,0,-1
150251538310800,m,-1,0
150251555701900,m,0,-1
150251570420000,m,-2,0
150251575315000,m,-1,0
150251589321800,m,-3,0
150251619368600,m,0,1
150251625339900,m,1,0
150251641284600,m,20,0
150251649305800,m,23,0
150251657305100,m,29,-2
150251665463900,m,46,-2
150251673381200,m,66,-3
150251681384300,m,91,-3
150251689283400,m,122,-4
150251689609400,w,0,0
150251689859900,d,0,0
150251697267500,m,155,-7
150251705279300,m,189,-7
150251709474000,a,0,0
150251713299200,m,221,-11
150251721277600,m,248,-16
150251730102300,m,271,-19
150251737256800,m,288,-24
150251745282900,m,302,-28
150251746477500,Du,0,0
150251753264900,m,307,-30
150251761303400,m,305,-31
150251769389600,m,296,-33
150251777724200,m,281,-33
150251785281400,m,261,-33
150251792367800,m,207,-27
150251801268800,m,239,-33
150251808494300,m,162,-25
150251817274100,m,174,-29
150251825260400,m,124,-23
150251833329700,m,94,-21
150251841288600,m,68,-17
150251849264000,m,49,-12
150251857258200,m,33,-8
150251865346200,m,21,-4
150251873267000,m,11,-2
150251885559600,m,5,-1
150251891372600,m,1,0
150251913346100,m,1,0
150251913439600,m,-1,0
150251914247300,m,-1,0
150251930368400,m,-7,1
150251937297700,m,-4,1
150251946307600,m,-4,2
150251951293200,m,-1,1
150251968373100,m,-1,2
150251979315500,m,1,1
150251991351000,m,5,1
150252001298700,m,5,1
150252007263100,m,4,0
150252018353600,m,4,0
150252032328400,m,2,-1
150252036309100,m,1,0
150252050310700,m,3,0
150252066344800,m,1,0
150252075351800,m,1,0
150252084311200,m,2,2
150252094309900,m,3,5
150252099377700,m,2,3
150252108284600,m,7,7
150252116279900,m,8,6
150252124277100,m,10,5
150252132296400,m,11,4
150252140341500,m,13,2
150252148273600,m,13,1
150252156247500,m,15,0
150252164355200,m,15,-2
150252172245900,m,15,-3
150252180260100,m,15,-4
150252188469800,Au,0,0
150252189306300,m,14,-6
150252196278800,m,12,-5
150252204277000,m,13,-6
150252212267100,m,13,-7
150252220261400,m,13,-5
150252228425600,m,12,-6
150252236260900,m,12,-4
150252243317600,m,10,-4
150252244469000,a,0,0
150252252294200,m,12,-3
150252260250000,m,8,-3
150252268273100,m,8,-1
150252278283300,m,4,-1
150252288338900,m,2,0
150252317492400,m,2,0
150252323310200,m,1,0
150252334312800,m,5,2
150252342291200,m,6,1
150252349384700,m,7,2
150252356271000,m,12,1
150252364258400,m,13,1
150252372250100,m,15,0
150252380286900,m,16,0
150252388285000,m,15,0
150252396281300,m,15,0
150252404264600,m,13,-1
150252412268600,m,16,-1
150252420244700,m,16,0
150252428286900,m,18,0
150252436263600,m,19,0
150252444263400,m,20,1
150252452259900,m,22,2
150252460251400,m,23,1
150252468278700,m,23,2
150252476307900,m,24,1
150252484280100,m,24,1
150252492265400,m,23,1
150252500262000,m,22,0
150252508254900,m,22,0
150252516404700,m,21,0
150252524259000,m,19,-1
150252532439900,m,18,-2
150252536592700,Wu,0,0
150252540223700,m,15,-1
150252548425700,m,11,-2
150252556257300,m,9,-1
150252564311500,m,4,-1
150252578399700,m,5,-1
150252588338500,m,2,0
150252594326800,m,1,0
150252609342000,m,2,-1
150252617321800,m,1,0
150252628338700,m,1,0
150252643302000,m,8,-1
150252651279200,m,4,0
150252659285000,m,8,-1
150252667326900,m,6,-1
150252676306400,m,7,-1
150252683287900,m,6,-1
150252691250900,m,9,-2
150252699297600,m,6,-2
150252708391600,m,8,-3
150252714398100,m,7,-2
150252723294200,m,8,-3
150252731262000,m,8,-3
150252739261700,m,9,-3
150252747265100,m,9,-2
150252755267300,m,10,-2
150252763295500,m,10,-2
150252771259300,m,11,-2
150252779287200,m,10,-1
150252787260000,m,11,-2
150252795255900,m,9,-1
150252803261700,m,10,-2
150252811252000,m,10,-1
150252821297800,m,9,-1
150252827263700,m,5,-1
150252836341200,m,7,-1
150252845383500,m,7,-1
150252852343700,m,6,-1
150252859255500,m,8,-1
150252867296600,m,7,-1
150252875253400,m,12,-1
150252883258600,m,10,-1
150252891257900,m,11,0
150252899452300,m,10,0
150252907255300,m,10,0
150252915247800,m,10,0
150252923260900,m,9,0
150252931296700,m,9,1
150252938340600,m,8,0
150252947393400,m,11,1
150252955262700,m,9,1
150252959530300,w,0,0
150252963235900,m,8,0
150252972397300,m,9,1
150252979323700,m,8,1
150252987484300,d,0,0
150252988199300,m,11,1
150252995249400,m,15,2
150253003307500,m,15,2
150253011257000,m,14,2
150253019265800,m,17,1
150253027250500,m,17,2
150253035471800,m,17,0
150253042294600,m,15,1
150253051263200,m,17,0
150253059254700,m,12,0
150253067355200,m,10,0
150253072458900,Du,0,0
150253075238400,m,8,0
150253085298000,m,8,0
150253091249600,m,7,0
150253099258800,m,8,0
150253107290000,m,11,0
150253115294700,m,11,0
150253123244800,m,11,1
150253131265200,m,12,2
150253139260700,m,12,1
150253147342900,m,11,2
150253155397300,m,11,1
150253163566700,m,11,1
150253172288900,m,9,1
150253183312800,m,9,1
150253188281200,m,4,1
150253196289500,m,5,0
150253205291300,m,5,1
150253211271100,m,5,1
150253219248300,m,4,2
150253227253100,m,6,2
150253235313400,m,4,1
150253243281300,m,6,3
150253251394700,m,6,2
150253260275600,m,5,2
150253268274000,m,6,2
150253275342700,m,2,1
150253288516000,Au,0,0
150253291453200,m,4,1
150253303327700,m,2,1
150253314388200,m,1,1
150253316506300,d,0,0
150253329332000,m,3,3
150253335319700,m,2,2
150253341291500,m,2,2
150253350319700,m,3,4
150253358303300,m,3,3
150253366319800,m,3,3
150253376307100,m,3,4
150253383291900,m,0,1
150253395306100,m,1,3
150253404337400,m,-1,3
150253410331200,m,-4,3
150253419269900,m,-8,3
150253427303200,m,-10,3
150253435281700,m,-13,3
150253443262200,m,-16,2
150253451277500,m,-20,2
150253459262200,m,-22,1
150253467248200,m,-26,0
150253475334500,m,-27,1
150253482286300,m,-24,1
150253490312900,m,-26,1
150253499266600,m,-27,3
150253507294400,m,-21,3
150253515378900,m,-20,2
150253523248800,m,-19,3
150253531262600,m,-17,2
150253539266100,m,-14,2
150253547269300,m,-14,1
150253555280800,m,-11,1
150253563245900,m,-8,1
150253573302700,m,-5,1
150253585392900,m,-1,0
150253648313100,m,-1,0
150253658344200,m,-1,1
150253674398500,m,-7,1
150253681317000,m,-6,1
150253689265200,m,-7,2
150253697347900,m,-7,1
150253705273100,m,-10,2
150253713293400,m,-9,1
150253721260800,m,-12,2
150253729268200,m,-14,1
150253737303400,m,-16,2
150253745365000,m,-17,1
150253753289400,m,-20,1
150253761269200,m,-21,2
150253769278500,m,-23,0
150253777271300,m,-24,2
150253785431500,m,-26,1
150253793267400,m,-26,1
150253801261400,m,-28,0
150253809299100,m,-27,1
150253817289600,m,-27,1
150253825264000,m,-25,0
150253833272800,m,-23,1
150253841297300,m,-21,0
150253849265800,m,-20,0
150253857476600,m,-18,1
150253865296400,m,-18,0
150253873364300,m,-18,0
150253881281100,m,-18,0
150253889249100,m,-18,-1
150253897310600,m,-17,-1
150253905318400,m,-16,0
150253913287900,m,-14,0
150253921264500,m,-14,0
150253929265200,m,-13,0
150253937284000,m,-12,0
150253945281800,m,-12,0
150253953282600,m,-11,0
150253961279200,m,-10,0
150253969269100,m,-10,0
150253974586300,a,0,0
150253977249300,m,-12,0
150253985274900,m,-12,-1
150253993270000,m,-13,0
150254001298000,m,-11,-1
150254009343600,m,-12,0
150254017280800,m,-13,0
150254025274600,m,-9,0
150254033258000,m,-8,0
150254041260000,m,-7,-1
150254055331800,m,-5,0
150254058491000,Du,0,0
150254096536600,Wu,0,0
150254099305000,m,-1,0
150254099415600,m,1,0
150254124487700,Au,0,0
150254182367300,m,1,0
150254197338000,m,8,3
150254205257300,m,10,3
150254213264400,m,10,3
150254221243200,m,9,2
150254229278500,m,8,2
150254237294600,m,8,2
150254248289600,m,7,1
150254253287800,m,5,1
150254264349800,m,5,1
150254270302900,m,2,0
150254277313900,m,2,0
150254285419900,m,2,0
150254295593500,m,5,0
150254301272400,m,5,0
150254310349400,m,5,-1
150254314378100,m,1,0
150254314688500,L,0,0
150254326300600,m,0,-1
150254336304200,m,-7,0
150254340474100,a,0,0
150254344344300,m,-17,0
150254352304000,m,-26,-1
150254360284100,m,-36,-1
150254368254900,m,-38,-2
150254376249400,m,-35,-2
150254384248600,m,-30,-1
150254392254700,m,-18,-1
150254403290100,m,-9,0
150254408277100,m,0,1
150254414301400,m,4,2
150254414600200,Lu,0,0
150254414600200,m,3,1
150254415425400,m,1,1
150254427351500,m,14,7
150254435300000,m,13,4
150254444254700,m,17,6
150254452269000,m,12,6
150254453417500,Au,0,0
150254460289200,m,7,2
150254467386600,m,3,2
150254472492900,d,0,0
150254479373300,m,-1,1
150254483302300,m,-1,1
150254495257000,m,-11,0
150254503276200,m,-5,0
150254510349600,m,-4,0
150254521279400,m,-3,-1
150254536327100,m,-1,-1
150254564358500,m,0,-1
150254590307000,m,1,0
150254627314000,m,-1,-1
150254640393600,m,-5,-1
150254645257500,m,-6,-1
150254650571900,Du,0,0
150254655258100,m,-7,-2
150254660641800,m,-5,-1
150254660727900,a,0,0
150254671362500,m,-7,-3
150254676523300,m,-2,0
150254685349400,m,-10,-3
150254693266100,m,-11,-3
150254701247300,m,-13,-2
150254709274200,m,-12,-2
150254715266800,m,-11,-1
150254715572300,L,0,0
150254715572300,m,-2,0
150254716188000,m,-3,0
150254730256000,m,-32,-1
150254738259100,m,-16,1
150254747262300,m,-14,2
150254754307800,m,-7,2
150254770326400,m,-4,1
150254793318000,m,1,0
150254799373100,m,1,0
150254799610400,Lu,0,0
150254814328500,m,1,0
150254820575900,Au,0,0
150254827326700,m,4,0
150254869315800,m,1,-1
150254904379700,m,0,-1
150254912295600,m,1,0
150254922311300,m,1,-1
150254935313000,m,5,-2
150254943281300,m,4,-2
150254954305000,m,6,-1
150254959260900,m,4,-1
150254967325200,m,8,-2
150254975274800,m,10,-1
150254983266400,m,13,-1
150254989462200,d,0,0
150254991240300,m,14,0
150254999292500,m,12,0
150255006344700,m,13,0
150255015284600,m,16,1
150255023241800,m,15,1
150255031254200,m,14,2
150255039270600,m,14,1
150255047314900,m,14,2
150255055494100,m,13,1
150255055588600,Du,0,0
150255063247900,m,13,1
150255072310200,m,10,1
150255079318600,m,2,0
150255089289500,m,1,0
150255095521300,L,0,0
150255109315100,m,-1,0
150255124281000,m,-9,0
150255130277400,m,-7,0
150255140297000,m,-7,0
150255150324800,m,-4,0
150255160389100,m,-2,1
150255166333200,m,-1,0
150255168413700,a,0,0
150255178262500,m,-4,3
150255180458900,Lu,0,0
150255180458900,m,-1,0
150255185589900,m,-1,1
150255198262900,m,-13,4
150255206337400,m,-7,1
150255214486200,Au,0,0
150255215199000,m,-11,2
150255222241000,m,-12,2
150255230261700,m,-12,2
150255238246900,m,-12,0
150255246264500,m,-11,0
150255254268800,m,-10,-3
150255262315900,m,-9,-3
150255271501000,m,-8,-3
150255271593100,d,0,0
150255278271000,m,-6,-2
150255285421500,m,-4,-2
150255294253400,m,-4,-2
150255322401000,m,-1,0
150255322493600,L,0,0
150255332389000,m,-1,0
150255350334800,m,-1,0
150255360268100,m,-5,1
150255365570200,Du,0,0
150255368252600,m,-8,1
150255376272500,m,-7,1
150255384254700,m,-9,2
150255392231200,m,-7,2
150255403377000,m,-2,2
150255421394600,m,0,1
150255433368900,m,3,3
150255433620900,Lu,0,0
150255433620900,m,0,1
150255434555200,m,1,0
150255443370600,m,2,1
150255457313000,m,2,2
150255463286200,m,-1,0
150255473338400,m,-2,0
150255480292000,m,-2,1
150255487486200,m,-2,0
150255500437800,m,-3,1
150255503299300,m,-1,0
150255514311000,m,-3,2
150255523308600,m,-2,3
150255530315000,m,-1,2
150255537314000,m,-1,2
150255544328100,m,-1,1
150255547332700,L,0,0
150255554382700,m,0,1
150255564346700,m,0,1
150255589359800,m,-2,1
150255590247000,m,-1,0
150255603292700,m,-4,3
150255610286000,m,-4,2
150255617337100,m,-2,2
150255626302700,m,-7,6
150255634274100,m,-4,4
150255644283200,m,-5,6
150255649307200,m,-3,5
150255658246000,m,-4,5
150255665372400,m,-2,5
150255674339500,m,-3,7
150255682276800,m,-3,7
150255692284700,m,-3,7
150255698307500,m,-2,5
150255706372800,m,-4,7
150255714274200,m,-4,6
150255724303300,m,-5,6
150255729270500,m,-4,4
150255738286500,m,-5,6
150255746374300,m,-6,6
150255754313000,m,-6,5
150255762237600,m,-6,7
150255772365100,m,-5,6
150255778305500,m,-3,6
150255785335800,m,-2,5
150255793292400,m,-1,4
150255802278700,m,1,6
150255811299600,m,1,5
150255820293200,m,3,3
150255828375500,m,2,2
150255844320600,m,2,3
150255845269500,m,0,1
150255866343000,m,1,2
150255872406000,m,0,1
150255887338200,m,1,6
150255893287100,m,1,1
150255900274800,m,2,5
150255908300700,m,3,4
150255916336400,m,3,5
150255923320600,m,5,7
150255932254900,m,5,9
150255939331100,m,5,6
150255948261200,m,4,7
150255956617400,m,4,6
150255965266100,m,2,6
150255972319700,m,1,4
150255980282700,m,1,6
150255989286400,m,0,5
150255996256000,m,-2,7
150256004338500,m,-3,7
150256012257300,m,-5,8
150256020291400,m,-5,8
150256028407400,m,-5,7
150256035323900,m,-5,9
150256044240500,m,-5,10
150256052977200,m,-3,8
150256060290000,m,-3,7
150256068400500,m,-2,6
150256077301000,m,-1,5
150256085394200,m,0,2
150256101350700,m,-1,3
150256111400200,m,0,1
150256124318300,m,-1,1
150256134414900,m,-3,1
150256143307900,m,-4,1
150256150338500,m,-5,0
150256157282700,m,-6,1
150256164262100,m,-9,1
150256172269100,m,-7,1
150256180458900,m,-9,2
150256188258400,m,-8,2
150256196293500,m,-8,3
150256205342900,m,-5,3
150256212274700,m,-4,3
150256220258100,m,-5,3
150256231362600,m,-4,3
150256236610400,m,-2,2
150256245332300,m,-4,3
150256254355400,m,-1,2
150256261484700,m,-1,0
150256315304800,m,-1,1
150256325424600,Lu,0,0
150256336320100,m,-1,0
150256343538200,a,0,0
150256356365500,m,-4,0
150256372316800,m,-1,0
150256382299400,m,-1,0
150256433315100,m,0,1
150256442375000,m,0,1
150256454341700,m,-1,1
150256461352100,m,-2,1
150256465477600,Au,0,0
150256468298700,m,-1,1
150256484522000,m,-6,0
150256484611900,d,0,0
150256487261600,m,-3,-2
150256497299400,m,-5,-4
150256503342000,m,-4,-6
150256511261400,m,-4,-7
150256519261300,m,-2,-8
150256527296900,m,-1,-9
150256535336900,m,0,-10
150256543279200,m,1,-11
150256551269100,m,0,-12
150256559321400,m,-4,-11
150256567268200,m,-11,-13
150256575324100,m,-22,-15
150256583310900,m,-37,-16
150256587556100,a,0,0
150256591268400,m,-48,-15
150256597487500,Du,0,0
150256599202200,m,-76,-18
150256607279200,m,-100,-16
150256615267100,m,-126,-16
150256623270700,m,-155,-14
150256631306300,m,-187,-15
150256639249400,m,-219,-14
150256644506400,w,0,0
150256647251200,m,-249,-16
150256655382500,m,-277,-17
150256663257600,m,-305,-16
150256671255800,m,-341,-14
150256679290500,m,-380,-13
150256687368300,m,-416,-10
150256695320300,m,-451,-6
150256703676100,m,-481,-7
150256711319800,m,-505,-5
150256719266300,m,-511,-5
150256727267000,m,-501,-2
150256735423300,m,-476,0
150256743260000,m,-434,4
150256751256100,m,-377,8
150256758541400,m,-271,7
150256767427000,m,-253,11
150256775270200,m,-136,7
150256785623200,Au,0,0
150256785891700,d,0,0
150256788289400,m,-46,2
150256992485200,Du,0,0
150257017379400,m,5,0
150257032239800,m,27,5
150257040353400,m,35,9
150257048248100,m,48,14
150257056248900,m,53,19
150257064260800,m,68,23
150257072265500,m,72,20
150257080249700,m,71,16
150257088296900,m,68,14
150257096241300,m,66,10
150257104239900,m,64,8
150257112282200,m,63,7
150257120236700,m,61,7
150257128236400,m,59,7
150257136235400,m,54,6
150257142459200,a,0,0
150257144204700,m,47,7
150257152272700,m,43,5
150257160278300,m,38,6
150257168244800,m,31,4
150257176250400,m,23,2
150257184271000,m,14,2
150257192236600,m,6,0
150257202294700,m,1,0
150257209480500,Au,0,0
150257305367100,m,0,1
150257320346300,m,0,1
150257337296900,m,2,6
150257346331700,m,2,4
150257356302600,m,2,3
150257362338600,m,2,2
150257368256500,m,4,4
150257377271300,m,7,3
150257384276700,m,10,4
150257392264800,m,11,4
150257400272700,m,14,3
150257408246000,m,13,2
150257416268700,m,13,0
150257424266300,m,12,0
150257432369600,m,9,-1
150257440289800,m,4,-1
150257457315600,m,3,-3
150257460744500,m,0,-1
150257472350500,m,-4,-7
150257481292500,m,-7,-6
150257488260600,m,-7,-5
150257496615600,m,-9,-6
150257505299500,m,-8,-4
150257511276400,m,-5,-2
150257521348800,m,-2,-1
150257531353500,m,-1,0
150257546525300,d,0,0
150257561324100,m,0,1
150257561401600,m,0,-3
150257660739500,Du,0,0
150257706343200,m,-4,0
150257720424700,m,-28,1
150257720488700,m,-3,-1
150257721242200,m,-3,0
150257735277300,m,-29,-5
150257743277900,m,-13,-5
150257752277300,m,-11,-6
150257766315300,m,-5,-7
150257767234200,m,-1,-1
150257781255400,m,-3,-12
150257788309800,m,-1,-7
150257797490200,m,-3,-10
150257806358600,m,-3,-8
150257809430000,d,0,0
150257813244700,m,-3,-10
150257821343700,m,-4,-9
150257829233200,m,-4,-10
150257837287400,m,-4,-8
150257845335700,m,-4,-10
150257852312500,m,-4,-8
150257861324600,m,-6,-14
150257869280600,m,-4,-10
150257876322000,m,-2,-8
150257885317200,m,-3,-12
150257893245700,m,-3,-11
150257901270700,m,-2,-12
150257908284300,m,-2,-11
150257917266200,m,-4,-14
150257924285300,m,-2,-10
150257933248600,m,-4,-11
150257941277600,m,-3,-9
150257949261500,m,-3,-8
150257956351500,m,-3,-7
150257965296300,m,-4,-7
150257973288200,m,-3,-5
150257982307100,m,-4,-5
150257988306900,m,-1,-1
150258015330300,m,-2,-3
150258016438800,Du,0,0
150258019318600,m,-1,0
150258043422700,m,-1,0
150258062317100,m,-6,0
150258067246700,m,-3,-1
150258077290000,m,-5,0
150258085525400,m,-5,-1
150258092252100,m,-6,-1
150258100342100,m,-5,-1
150258107313600,m,-5,-1
150258117395600,m,-6,-2
150258123263900,m,-4,-1
150258132314100,m,-2,-1
150258142331400,m,-3,-1
150258148313000,m,-1,-1
150258158339000,m,-1,-1
150258173701400,m,-3,-2
150258180325000,m,-3,-3
150258187297800,m,-4,-2
150258195267500,m,-4,-3
150258204307100,m,-5,-3
150258212279000,m,-7,-5
150258214603600,d,0,0
150258218328700,m,-4,-3
150258232307300,m,-7,-4
150258235282600,m,-2,-2
150258243472500,m,-2,-3
150258252289900,m,-3,-3
150258259384000,m,-4,-5
150258267304000,m,-3,-4
150258276545400,m,-3,-5
150258284504300,m,-2,-4
150258292290000,m,-3,-5
150258299256500,m,-4,-6
150258308337100,m,-4,-6
150258317284200,m,-5,-7
150258323248600,m,-5,-6
150258333276000,m,-6,-6
150258339359300,m,-6,-6
150258347310000,m,-5,-4
150258355452700,m,-6,-6
150258364624200,Du,0,0
150258366276300,m,-5,-4
150258371247200,m,-3,-2
150258380328100,m,-3,-2
150258387299600,m,-1,-1
150258606392300,m,-1,1
150258620368200,m,0,1
150258636503700,m,-1,4
150258647323500,m,0,3
150258651313600,m,0,1
150258661392700,m,0,4
150258670272500,m,1,6
150258678304500,m,2,3
150258686277700,m,4,7
150258694271300,m,5,5
150258702232600,m,7,7
150258710426500,m,10,8
150258718273500,m,14,9
150258726747800,m,23,12
150258734250500,m,36,14
150258742273500,m,50,17
150258750300400,m,68,18
150258759321400,m,83,19
150258766296700,m,82,15
150258774252400,m,104,16
150258782264500,m,108,14
150258790264200,m,110,13
150258798370700,m,107,12
150258805328800,m,89,9
150258814251300,m,105,11
150258822243600,m,82,8
150258830241300,m,67,4
150258838267700,m,51,2
150258846249500,m,33,-1
150258853483800,a,0,0
150258914141600,m,14,-3
150259045529400,m,-3,-1
150259056263700,m,-14,-8
150259064323600,m,-6,-8
150259074295900,m,-1,-9
150259080266800,m,1,-7
150259088277700,m,6,-8
150259096258500,m,10,-8
150259104242000,m,11,-5
150259108492900,Wu,0,0
150259112252800,m,11,-2
150259119854500,m,14,-3
150259128511800,m,19,-1
150259136250900,m,16,0
150259144255500,m,14,-1
150259153311500,m,12,0
150259160248700,m,11,0
150259168612500,m,11,-1
150259176238700,m,12,-1
150259184274400,m,13,-2
150259192261900,m,13,-2
150259200471500,m,16,-2
150259208253700,m,16,-3
150259216266200,m,18,-3
150259224242700,m,18,-3
150259232251700,m,19,-3
150259240261800,m,18,-2
150259248283900,m,17,-2
150259256272500,m,16,-1
150259264253300,m,17,-1
150259267488800,w,0,0
150259271350800,m,16,-1
150259280243500,m,21,0
150259288245400,m,20,0
150259296316600,m,19,0
150259304253600,m,19,1
150259312981800,m,21,0
150259320249500,m,20,1
150259328251100,m,20,1
150259335303600,m,19,1
150259344247500,m,25,2
150259352247600,m,23,1
150259360577800,m,22,2
150259368262200,m,20,1
150259376249300,m,16,2
150259384342200,m,9,1
150259400306400,m,3,1
150259403396600,m,-1,1
150259418253000,m,-16,1
150259426270700,m,-15,1
150259434380500,m,-20,2
150259442264100,m,-30,3
150259450251200,m,-40,2
150259455512400,Wu,0,0
150259458223800,m,-53,2
150259464729700,Au,0,0
150259466254400,m,-63,1
150259474272200,m,-72,1
150259482335800,m,-75,2
150259490725900,m,-70,4
150259498943700,m,-63,6
150259506257800,m,-56,8
150259514278000,m,-43,6
150259522256100,m,-44,8
150259530482500,m,-37,7
150259530567200,d,0,0
150259536253800,m,-19,4
150259537255800,L,0,0
150259537255800,m,-3,1
150259537343500,m,-3,1
150259552268200,m,-33,8
150259589357800,m,-3,1
150259589443600,m,1,0
150259590208500,m,1,0
150259598322600,m,2,0
150259606247800,m,6,-1
150259614282300,m,4,-1
150259620354600,m,5,-2
150259620636300,Lu,0,0
150259632313900,m,1,-1
150259661348600,m,-1,0
150259705380300,m,-4,-2
150259712313500,m,0,-1
150259728284100,m,6,-3
150259736285900,m,7,-4
150259744493200,m,12,-3
150259752296900,m,17,-3
150259760249600,m,20,-3
150259768306300,m,27,-3
150259776237000,m,33,-2
150259784259100,m,35,-1
150259792291300,m,36,0
150259800236800,m,33,2
150259808259400,m,30,2
150259813644800,Du,0,0
150259813806500,a,0,0
150259816273600,m,28,2
150259824278900,m,24,2
150259832266700,m,22,2
150259840751600,m,22,1
150259848300500,m,19,0
150259856271100,m,16,-1
150259864253800,m,13,-2
150259873294200,m,9,-4
150259881391700,m,5,-2
150259884468300,m,1,-1
150259884612000,L,0,0
150259939402000,m,-1,0
150259966304600,m,0,1
150259978263900,m,1,4
150259980298300,Lu,0,0
150259980298300,m,1,0
150259988172000,m,0,1
150260004410500,m,0,1
150260020343700,m,2,1
150260025286400,m,3,1
150260032252700,m,11,0
150260041334000,m,15,1
150260047452000,Au,0,0
150260048212800,m,14,0
150260056678000,m,14,1
150260064242400,m,11,0
150260066440800,d,0,0
150260072243300,m,8,0
150260080259000,m,5,-1
150260088642700,m,3,0
150260111341300,m,0,-1
150260122285200,m,-5,-1
150260129241200,m,-5,-2
150260137260300,m,-7,-2
150260146391700,m,-7,-1
150260153274500,m,-8,-2
150260161262200,m,-9,-2
150260169688800,m,-8,-1
150260169779200,Du,0,0
150260177278100,m,-14,-2
150260185268700,m,-14,-2
150260193250500,m,-16,-1
150260201242400,m,-17,0
150260209795200,m,-16,0
150260217262000,m,-10,0
150260226321600,m,-6,0
150260236406000,m,-1,0
150260250423600,m,1,0
150260253268600,m,1,0
150260253560600,L,0,0
150260253560600,m,1,0
150260254206800,m,1,0
